id,propertyid,location,subdivision,bldg_description,year_built,sq_ft
10181,138725,1112 NW 28TH ST,EDGECOURT SUB ADD,Duplex One Story,1944,1152
10188,138726,1116 NW 28TH ST,EDGECOURT SUB ADD,Duplex One Story,1944,1152
10200,138727,1120 NW 28TH ST,EDGECOURT SUB ADD,Duplex One Story,1944,1152
10213,138728,1124 NW 28TH ST,EDGECOURT SUB ADD,Duplex One Story,1929,1518
10237,191136,3200 NW 30TH ST,INGLESIDE TO OKLA CITY,Duplex One Story,1942,1360
10241,138731,1136 NW 28TH ST,EDGECOURT SUB ADD,Duplex One Story,1930,1787
10326,138740,1129 NW 27TH ST,EDGECOURT SUB ADD,Duplex One Story,1931,1672
10336,138741,1125 NW 27TH ST,EDGECOURT SUB ADD,Duplex One Story,1926,1568
10344,138742,1121 NW 27TH ST,EDGECOURT SUB ADD,Duplex One Story,1926,1778
10358,138743,1117 NW 27TH ST,EDGECOURT SUB ADD,Duplex One Story,1941,1152
10368,138744,1113 NW 27TH ST,EDGECOURT SUB ADD,Duplex One Story,1926,1646
10376,138745,1109 NW 27TH ST,EDGECOURT SUB ADD,Duplex One Story,1926,1560
10380,140850,2604 N SHARTEL AVE,PLEASANT VIEW ADD,Duplex One Story,1927,1512
10382,138746,1105 NW 27TH ST,EDGECOURT SUB ADD,Duplex One Story,1926,1672
10410,140338,325 NW 26TH ST,JEFFERSON PARK ADD,Duplex One Story,1920,2042
10411,138749,1140 NW 27TH ST,EDGECOURT SUB ADD,Duplex One Story,1944,1188
10420,191155,3213 NW 29TH ST,INGLESIDE TO OKLA CITY,Duplex One Story,1926,1776
10427,138750,1138 NW 27TH ST,EDGECOURT SUB ADD,Duplex One Story,1924,1954
10433,138751,1134 NW 27TH ST,EDGECOURT SUB ADD,Duplex One Story,1924,1615
10455,138753,1124 NW 27TH ST,EDGECOURT SUB ADD,Duplex One Story,1943,1188
10459,138754,1120 NW 27TH ST,EDGECOURT SUB ADD,Duplex One Story,1929,1857
10466,140344,305 NW 26TH ST,JEFFERSON PARK ADD,Duplex One Story,1920,1370
10467,138755,1116 NW 27TH ST,EDGECOURT SUB ADD,Duplex One Story,1930,1704
10481,138756,1112 NW 27TH ST,EDGECOURT SUB ADD,Duplex One Story,1930,1876
10487,138757,1108 NW 27TH ST,EDGECOURT SUB ADD,Duplex One Story,1925,1728
10548,140353,2714 N ROBINSON AVE,JEFFERSON PARK ADD,Duplex One Story,1922,1120
10565,191171,3245 NW 28TH ST,INGLESIDE TO OKLA CITY,Duplex One Story,1946,1727
10575,140870,909 NW 24TH ST,PLEASANT VIEW ADD,Duplex One Story,1910,1525
10579,140356,2700 N ROBINSON AVE,JEFFERSON PARK ADD,Duplex One Story,1925,1779
10636,140876,814 NW 25TH ST,PLEASANT VIEW ADD,Duplex One Story,1918,1628
10747,140372,224 NW 28TH ST,JEFFERSON PARK ADD,Duplex One Story,1925,1890
10758,139205,2001 NW 32ND TER,VIRGINIA TERRACE,Duplex One Story,1962,2106
10768,139206,2009 NW 32ND TER,VIRGINIA TERRACE,Duplex One Story,1962,2106
10777,139207,2017 NW 32ND TER,VIRGINIA TERRACE,Duplex One Story,1962,2106
10784,139208,2025 NW 32ND TER,VIRGINIA TERRACE,Duplex One Story,1962,2106
10787,140376,300 NW 28TH ST,JEFFERSON PARK ADD,Duplex One Story,1922,2240
10793,139209,2033 NW 32ND TER,VIRGINIA TERRACE,Duplex One Story,1962,2106
10801,139210,2032 NW 32ND TER,VIRGINIA TERRACE,Duplex One Story,1962,2106
10802,140377,308 NW 28TH ST,JEFFERSON PARK ADD,Duplex One Story,1921,1653
10813,139211,2024 NW 32ND TER,VIRGINIA TERRACE,Duplex One Story,1962,2106
10820,139212,2016 NW 32ND TER,VIRGINIA TERRACE,Duplex One Story,1961,2106
10830,139213,2008 NW 32ND TER,VIRGINIA TERRACE,Duplex One Story,1962,2106
10836,140380,2822 N HUDSON AVE,JEFFERSON PARK ADD,Duplex One Story,1922,1624
10840,139214,2000 NW 32ND TER,VIRGINIA TERRACE,Duplex One Story,1962,2106
10874,140384,2804 N HUDSON AVE,JEFFERSON PARK ADD,Duplex One Story,1922,1942
10887,140385,321 NW 27TH ST,JEFFERSON PARK ADD,Duplex One Story,1917,1224
10934,140390,2823 N HUDSON AVE,JEFFERSON PARK ADD,Duplex One Story,1924,1697
10971,140395,2801 N HUDSON AVE,JEFFERSON PARK ADD,Duplex One Story,1919,1352
11021,140401,2808 N WALKER AVE,JEFFERSON PARK ADD,Duplex One Story,1920,1747
11130,140416,415 NW 28TH ST,JEFFERSON PARK ADD,Duplex One Story,1921,2012
11137,140417,417 NW 28TH ST,JEFFERSON PARK ADD,Duplex One Story,1928,1973
11209,136817,2645 NW 23RD ST,FINLEYS HIGHLAND HOME AMD,Duplex One Story,1944,1302
11333,140439,2912 N HUDSON AVE,JEFFERSON PARK ADD,Duplex One Story,1924,1529
11342,140440,2910 N HUDSON AVE,JEFFERSON PARK ADD,Duplex One Story,1922,1553
11346,140441,2904 N HUDSON AVE,JEFFERSON PARK ADD,Duplex One Story,1925,1541
11361,140443,313 NW 28TH ST,JEFFERSON PARK ADD,Duplex One Story,1925,1605
11390,140447,2915 N ROBINSON AVE,JEFFERSON PARK ADD,Duplex One Story,1922,1937
11399,140448,2911 N ROBINSON AVE,JEFFERSON PARK ADD,Duplex One Story,1922,1572
11565,140469,214 NW 30TH ST,JEFFERSON PARK ADD,Duplex One Story,1929,1552
11717,151100,1026 NW 12TH ST,CLASSENS MARQUETTE,Duplex One Story,1910,1311
11754,139332,1703 NW 32ND ST,MILITARY PARK ADD,Duplex One Story,1930,1909
11760,140495,416 NW 30TH ST,JEFFERSON PARK ADD,Duplex One Story,1926,1778
11782,140498,116 NW 30TH ST,JEFFERSON PARK 2ND,Duplex One Story,1922,1444
11819,139340,1632 NW 33RD ST,MILITARY PARK ADD,Duplex One Story,1923,2199
11878,139348,1600 NW 33RD ST,MILITARY PARK ADD,Duplex One Story,1925,1591
11907,139351,1601 NW 32ND ST,MILITARY PARK ADD,Duplex One Story,1910,1370
11910,139352,1605 NW 32ND ST,MILITARY PARK ADD,Duplex One Story,1920,1900
11963,140521,125 NW 28TH ST,JEFFERSON PARK 2ND,Duplex One Story,1914,1684
12022,192198,2926 NW 23RD ST,MILAM PLACE ADDITION,Duplex One Story,1928,1424
12038,140530,2816 N ROBINSON AVE,JEFFERSON PARK 2ND,Duplex One Story,1925,2132
12055,192203,2312 N BROOKLINE AVE,MILAM PLACE ADDITION,Duplex One Story,1940,1395
12082,140535,125 NW 27TH ST,JEFFERSON PARK 2ND,Duplex One Story,1925,1320
12274,139399,3514 N INDIANA AVE,MILITARY PARK ADD,Duplex One Story,1930,1332
12579,139438,1621 NW 34TH ST,MILITARY PARK ADD,Duplex One Story,1927,1886
12590,139439,1625 NW 34TH ST,MILITARY PARK ADD,Duplex One Story,1927,1604
12646,139446,1628 NW 36TH ST,MILITARY PARK ADD,Duplex One Story,1924,2401
12833,192353,2919 NW 20TH ST,MILAM PLACE ADDITION,Duplex One Story,1964,1475
12965,192369,2100 N DREXEL BLVD,MILAM PLACE ADDITION,Duplex One Story,1928,1710
13002,192374,3019 NW 20TH ST,MILAM PLACE ADDITION,Duplex One Story,1928,2021
13006,193456,3308 NW 16TH ST,WEST GARDEN SUB,Duplex One Story,1946,1332
13024,193458,3320 NW 16TH ST,WEST GARDEN SUB,Duplex One Story,1930,1332
13028,192377,3009 NW 20TH ST,MILAM PLACE ADDITION,Duplex One Story,1928,1163
13057,192380,3001 NW 20TH ST,MILAM PLACE ADDITION,Duplex One Story,1928,1818
13257,192404,2910 NW 20TH ST,MILAM PLACE ADDITION,Duplex One Story,1930,1437
13320,192412,2931 NW 19TH ST,MILAM PLACE ADDITION,Duplex One Story,1916,1750
13382,192419,2905 NW 19TH ST,MILAM PLACE ADDITION,Duplex One Story,1935,1908
13389,192420,2901 NW 19TH ST,MILAM PLACE ADDITION,Duplex One Story,1935,1884
13396,192421,2900 NW 19TH ST,MILAM PLACE ADDITION,Duplex One Story,1930,1280
13406,192422,1913 N MAY AVE,MILAM PLACE ADDITION,Duplex One Story,1936,1404
13550,192440,2909 NW 18TH ST,MILAM PLACE ADDITION,Duplex One Story,1926,1899
13561,192441,2905 NW 18TH ST,MILAM PLACE ADDITION,Duplex One Story,1926,1751
13617,192448,3012 NW 19TH ST,MILAM PLACE ADDITION,Duplex One Story,1921,1430
13627,192449,3016 NW 19TH ST,MILAM PLACE ADDITION,Duplex One Story,1916,1430
13632,192450,3018 NW 19TH ST,MILAM PLACE ADDITION,Duplex One Story,1916,1430
13636,158678,1716 NW 3RD ST,CARLE & COLCORD ADDITION,Duplex One Story,1929,1497
13720,192460,3031 NW 18TH ST,MILAM PLACE ADDITION,Duplex One Story,1935,1064
13737,158694,1701 NW 2ND ST,CARLE & COLCORD ADDITION,Duplex One Story,1920,1445
13781,192467,1911 N BROOKLINE AVE,MILAM PLACE ADDITION,Duplex One Story,1926,897
13794,139585,1929 NW 30TH ST,MILITARY PARK ADD,Duplex One Story,1928,1008
13795,192468,3003 NW 18TH ST,MILAM PLACE ADDITION,Duplex One Story,1935,1836
13812,139588,1933 NW 30TH ST,MILITARY PARK ADD,Duplex One Story,1926,1226
14017,192496,2912 NW 18TH ST,MILAM PLACE ADDITION,Duplex One Story,1930,1818
14118,192508,2933 NW 17TH ST,MILAM PLACE ADDITION,Duplex One Story,1926,1453
14194,192517,2910 NW 17TH ST,MILAM PLACE ADDITION,Duplex One Story,1930,1469
14334,150098,127 NW 18TH ST,WINANS HIGHLAND TERR,Duplex One Story,1920,2130
14365,192538,3000 NW 17TH ST,MILAM PLACE ADDITION,Duplex One Story,1920,1773
14379,190936,3608 N DREXEL BLVD,STEVE PENNINGTON 4TH,Duplex One Story,1962,1785
14386,192540,3008 NW 17TH ST,MILAM PLACE ADDITION,Duplex One Story,1920,1961
14392,150104,124 NW 18TH ST,WINANS HIGHLAND TERR,Duplex One Story,1920,1632
14443,193639,3636 W PARK PL,NANCES SUB GOFFS ADD,Duplex One Story,1930,1305
14451,192554,3021 NW 16TH ST,MILAM PLACE ADDITION,Duplex One Story,1928,1958
14460,158796,204 N VIRGINIA AVE,CARLE & COLCORD ADDITION,Duplex One Story,1930,960
14498,158800,1721 NW 1ST ST,CARLE & COLCORD ADDITION,Duplex One Story,1905,1420
14512,150118,109 NW 16TH ST,WINANS HIGHLAND TERR,Duplex One Story,1914,1528
14521,150119,112 NW 17TH ST,WINANS HIGHLAND TERR,Duplex One Story,1920,1560
14562,192568,3237 NW 22ND ST,LINWOOD PLACE AMENDED,Duplex One Story,1925,2034
14578,150126,131 NW 16TH ST,WINANS HIGHLAND TERR,Duplex One Story,1920,1528
14584,194012,3401 NW 22ND ST,LINWOOD PLACE AMENDED,Duplex One Story,1932,1938
14612,150130,115 NW 16TH ST,WINANS HIGHLAND TERR,Duplex One Story,1919,1528
14666,194021,3428 NW 22ND ST,LINWOOD PLACE AMENDED,Duplex One Story,1940,2283
14801,139710,1901 NW 33RD ST,FRIZZELLS SUB ADD,Duplex One Story,1950,3104
14815,194040,3432 NW 21ST ST,LINWOOD PLACE AMENDED,Duplex One Story,1950,1597
14878,194048,3413 NW 20TH ST,LINWOOD PLACE AMENDED,Duplex One Story,1931,1488
14962,137564,2644 NW 34TH ST,DARRALLS SECOND ADD,Duplex One Story,1948,1650
15011,194065,3440 NW 20TH ST,LINWOOD PLACE AMENDED,Duplex One Story,1931,1560
15012,158876,1510 NW 1ST ST,CARLE & COLCORD ADDITION,Duplex One Story,1920,1588
15253,139768,3502 N PENNSYLVANIA AVE,WESTMONT AMD SUB ADD,Duplex One Story,1948,1440
15459,194125,3435 NW 17TH ST,LINWOOD PLACE AMENDED,Duplex One Story,1935,1150
15473,192681,3131 NW 16TH ST,LINWOOD PLACE AMENDED,Duplex One Story,1950,1462
15496,151772,1305 NW 22ND ST,UNIVERSITY ADDITION,Duplex One Story,1919,1661
15503,151773,1309 NW 22ND ST,UNIVERSITY ADDITION,Duplex One Story,1923,1548
15708,135716,2209 NW 35TH ST,WEST POINT AMD E2,Duplex One Story,1974,1424
15820,154177,2401 NW 21ST ST,AURORA ADDITION,Duplex One Story,1927,1833
15851,154182,2433 NW 21ST ST,AURORA ADDITION,Duplex One Story,1929,1754
15910,150312,103 NW 20TH ST,WINANS HIGHLAND TERR,Duplex One Story,1914,1560
15937,154203,2325 NW 21ST ST,AURORA ADDITION,Duplex One Story,1927,1753
15942,154204,2331 NW 21ST ST,AURORA ADDITION,Duplex One Story,1927,1723
15947,150321,125 NW 20TH ST,WINANS HIGHLAND TERR,Duplex One Story,1915,1081
15974,150328,106 NW 20TH ST,WINANS HIGHLAND TERR,Duplex One Story,1919,1420
15975,154212,2326 NW 22ND ST,AURORA ADDITION,Duplex One Story,1930,1300
15979,154213,2332 NW 22ND ST,AURORA ADDITION,Duplex One Story,1927,1700
15983,150330,112 NW 20TH ST,WINANS HIGHLAND TERR,Duplex One Story,1920,1691
15986,150331,116 NW 20TH ST,WINANS HIGHLAND TERR,Duplex One Story,1919,1595
15987,154215,2300 NW 21ST ST,AURORA ADDITION,Duplex One Story,1929,1612
15990,154216,2308 NW 21ST ST,AURORA ADDITION,Duplex One Story,1924,1578
15994,154217,2312 NW 21ST ST,AURORA ADDITION,Duplex One Story,1929,1903
15999,150334,136 NW 20TH ST,WINANS HIGHLAND TERR,Duplex One Story,1915,1528
16002,154221,2324 NW 21ST ST,AURORA ADDITION,Duplex One Story,1948,2432
16006,154222,2320 NW 21ST ST,AURORA ADDITION,Duplex One Story,1935,2446
16010,154223,2301 NW 20TH ST,AURORA ADDITION,Duplex One Story,1926,1744
16027,193875,3605 NW 13TH ST,MILAM HEIGHTS ADD,Duplex One Story,1930,1008
16044,193880,3612 NW 13TH ST,MILAM HEIGHTS ADD,Duplex One Story,1925,948
16095,154245,2400 NW 21ST ST,AURORA ADDITION,Duplex One Story,1927,1840
16099,154246,2406 NW 21ST ST,AURORA ADDITION,Duplex One Story,1927,1787
16128,154253,2432 NW 21ST ST,AURORA ADDITION,Duplex One Story,1929,1938
16187,154268,2426 NW 20TH ST,AURORA ADDITION,Duplex One Story,1929,1526
16187,154268,2426 NW 20TH ST,AURORA ADDITION,Duplex One Story,1929,1512
16187,154268,2426 NW 20TH ST,AURORA ADDITION,Duplex One Story,1929,1512
16217,193923,3408 NW 16TH ST,SMITH HEIGHTS SUB,Duplex One Story,1931,1152
16221,154277,2401 NW 19TH ST,AURORA ADDITION,Duplex One Story,1929,1750
16247,154283,2353 NW 19TH ST,AURORA ADDITION,Duplex One Story,1929,1922
16256,193933,3400 NW 15TH ST,SMITH HEIGHTS SUB,Duplex One Story,1936,1056
16264,135844,2132 NW 33RD ST,WEST POINT AMD E2,Duplex One Story,1939,2422
16273,193938,3420 NW 15TH ST,SMITH HEIGHTS SUB,Duplex One Story,1937,1102
16327,154303,2330 NW 19TH ST,AURORA ADDITION,Duplex One Story,1929,1750
16337,154306,2314 NW 19TH ST,AURORA ADDITION,Duplex One Story,1931,1758
16338,154307,2310 NW 19TH ST,AURORA ADDITION,Duplex One Story,1932,1712
16421,154327,2343 NW 18TH ST,AURORA ADDITION,Duplex One Story,1928,1848
16651,154386,2303 NW 17TH ST,AURORA ADDITION,Duplex One Story,1928,2044
16657,158939,1835 NW 9TH ST,BELL VERN ADDITION,Duplex One Story,1920,1509
16664,150501,112 NW 19TH ST,NICHOLS & CHANDLER,Duplex One Story,1920,1270
16718,150514,123 NW 19TH ST,NICHOLS & CHANDLER,Duplex One Story,1920,1675
16723,154404,2311 NW 16TH ST,AURORA ADDITION,Duplex One Story,1929,1635
16728,150517,111 NW 19TH ST,NICHOLS & CHANDLER,Duplex One Story,1921,1504
16737,158959,914 N KENTUCKY AVE,BELL VERN ADDITION,Duplex One Story,1910,956
16785,154419,2351 NW 16TH ST,AURORA ADDITION,Duplex One Story,1923,2661
16787,158971,1801 NW 8TH ST,BELL VERN ADDITION,Duplex One Story,1920,1348
16790,154421,2424 NW 17TH ST,AURORA ADDITION,Duplex One Story,1933,1271
16790,154421,2424 NW 17TH ST,AURORA ADDITION,Duplex One Story,1933,1271
16799,154423,1712 N VILLA AVE,AURORA ADDITION,Duplex One Story,1936,1784
16830,158982,1740 NW 9TH ST,BELL VERN ADDITION,Duplex One Story,1910,1132
16836,158983,1741 NW 8TH ST,BELL VERN ADDITION,Duplex One Story,1916,1716
16890,154446,2332 NW 18TH ST,KELSO SUB AURORA,Duplex One Story,1926,1750
16911,154451,2320 N BARNES,LAS VEGAS AMENDED,Duplex One Story,1929,2126
16924,154454,2133 NW 22ND ST,LAS VEGAS AMENDED,Duplex One Story,1929,1799
16943,136021,3637 N YOUNGS BLVD,WEST POINT SUB ADD,Duplex One Story,1939,1132
17058,159038,1821 NW 7TH ST,BELL VERN ADDITION,Duplex One Story,1910,1689
17061,154491,2249 NW 22ND ST,LAS VEGAS AMENDED,Duplex One Story,1927,1396
17071,154494,2236 NW 22ND ST,LAS VEGAS ADDITION,Duplex One Story,1927,2119
17150,154513,2201 N BARNES,LAS VEGAS ADDITION,Duplex One Story,1929,1967
17173,154519,2124 NW 22ND ST,LAS VEGAS ADDITION,Duplex One Story,1929,2066
17174,159066,1708 NW 7TH ST,BELL VERN ADDITION,Duplex One Story,1912,1514
17177,154520,2128 NW 22ND ST,LAS VEGAS ADDITION,Duplex One Story,1929,2026
17184,154522,2131 NW 21ST ST,LAS VEGAS ADDITION,Duplex One Story,1930,1806
17213,154529,2104 NW 21ST ST,LAS VEGAS ADDITION,Duplex One Story,1923,2030
17230,154533,2130 NW 21ST ST,LAS VEGAS ADDITION,Duplex One Story,1923,1978
17249,154538,2101 NW 20TH ST,LAS VEGAS ADDITION,Duplex One Story,1931,1907
17279,154545,2230 NW 21ST ST,LAS VEGAS ADDITION,Duplex One Story,1926,1599
17339,140912,1016 NW 24TH ST,PLEASANT VIEW ADD,Duplex One Story,1921,1548
17386,140920,2609 N SHARTEL AVE,JONES SUB PLEASNT VW,Duplex One Story,1927,1528
17396,140922,2601 N SHARTEL AVE,JONES SUB PLEASNT VW,Duplex One Story,1930,1514
17407,191222,3033 NW 28TH ST,INGLESIDE TO OKLA CITY,Duplex One Story,1935,817
17432,194138,3304 NW 17TH ST,LINWOOD PLACE AMENDED,Duplex One Story,1929,1831
17450,194141,3337 NW 16TH ST,LINWOOD PLACE AMENDED,Duplex One Story,1931,1096
17465,194144,3312 NW 17TH ST,LINWOOD PLACE AMENDED,Duplex One Story,1927,1434
17477,194147,3324 NW 17TH ST,LINWOOD PLACE AMENDED,Duplex One Story,1923,1434
17556,136158,3301 N YOUNGS BLVD,WEST POINT ADDITION,Duplex One Story,1935,1539
17574,194167,3328 NW 18TH ST,LINWOOD PLACE AMENDED,Duplex One Story,1929,1661
17595,191261,2941 PIONEER ST,INGLESIDE TO OKLA CITY,Duplex One Story,1950,1286
17686,194190,3347 NW 18TH ST,LINWOOD PLACE AMENDED,Duplex One Story,1932,1591
17697,136185,2332 NW 35TH ST,SECURITY ACRES ADD,Duplex One Story,1920,1882
17746,136196,2330 NW 34TH ST,SECURITY ACRES ADD,Duplex One Story,1925,952
17832,140991,516 NW EUBANKS ST,CENTRAL PARK ADDITION,Duplex One Story,1929,2237
17899,141005,521 NW 35TH ST,CENTRAL PARK ADDITION,Duplex One Story,1924,1770
17918,194234,3300 NW 22ND ST,LINWOOD PLACE AMENDED,Duplex One Story,1935,1768
17928,194236,3310 NW 22ND ST,LINWOOD PLACE AMENDED,Duplex One Story,1933,2117
17967,191337,3205 PIONEER ST,INGLESIDE TO OKLA CITY,Duplex One Story,1948,1440
18011,194252,3321 NW 21ST ST,LINWOOD PLACE AMENDED,Duplex One Story,1933,1492
18041,194258,3300 NW 23RD ST,LINWOOD PLACE AMENDED,Duplex One Story,1936,1956
18072,194265,3324 NW 23RD ST,LINWOOD PLACE AMENDED,Duplex One Story,1947,2279
18129,154580,2207 NW 19TH ST,LAS VEGAS ADDITION,Duplex One Story,1929,2158
18193,141064,714 NW 34TH ST,CENTRAL PARK ADDITION,Duplex One Story,1923,1408
18223,191388,3008 PIONEER ST,INGLESIDE TO OKLA CITY,Duplex One Story,1920,1294
18289,154610,2222 NW 19TH ST,LAS VEGAS ADDITION,Duplex One Story,1929,2092
18313,191407,3007 NW 27TH ST,INGLESIDE TO OKLA CITY,Duplex One Story,1922,1673
18319,154616,2207 NW 18TH ST,LAS VEGAS ADDITION,Duplex One Story,1945,900
18447,141115,509 W HILL ST,CENTRAL PARK ADDITION,Duplex One Story,1928,1635
18451,154641,2225 NW 17TH ST,LAS VEGAS ADDITION,Duplex One Story,1929,2425
18513,141129,722 NW 33RD ST,CENTRAL PARK ADDITION,Duplex One Story,1924,1600
18518,141130,725 W HILL ST,CENTRAL PARK ADDITION,Duplex One Story,1920,1756
18564,141139,609 W HILL ST,CENTRAL PARK ADDITION,Duplex One Story,1925,2002
18590,151794,1521 NW 22ND ST,UNIVERSITY ADDITION,Duplex One Story,1912,1732
18599,141146,622 W HILL ST,CENTRAL PARK ADDITION,Duplex One Story,1926,1794
18612,151799,1601 NW 22ND ST,UNIVERSITY ADDITION,Duplex One Story,1927,1624
18617,141149,710 W HILL ST,CENTRAL PARK ADDITION,Duplex One Story,1927,2109
18633,141152,722 W HILL ST,CENTRAL PARK ADDITION,Duplex One Story,1917,1784
18646,154681,1701 N BARNES,LAS VEGAS ADDITION,Duplex One Story,1921,2022
18681,151812,1704 NW 22ND ST,UNIVERSITY ADDITION,Duplex One Story,1922,1722
18700,151816,1624 NW 22ND ST,UNIVERSITY ADDITION,Duplex One Story,1926,1784
18700,151816,1624 NW 22ND ST,UNIVERSITY ADDITION,Duplex One Story,1926,1560
18703,141166,504 W HILL ST,CENTRAL PARK ADDITION,Duplex One Story,1929,1722
18708,141167,508 W HILL ST,CENTRAL PARK ADDITION,Duplex One Story,1924,2088
18711,141168,512 W HILL ST,CENTRAL PARK ADDITION,Duplex One Story,1924,1874
18778,141181,531 NW 32ND ST,CENTRAL PARK ADDITION,Duplex One Story,1914,1885
18783,141182,527 NW 32ND ST,CENTRAL PARK ADDITION,Duplex One Story,1929,1918
18794,192808,2911 NW 15TH ST,STANLEY HEIGHTS ADD,Duplex One Story,1924,1695
18800,192809,2905 NW 15TH ST,STANLEY HEIGHTS ADD,Duplex One Story,1930,1695
18851,151846,1420 NW 22ND ST,UNIVERSITY ADDITION,Duplex One Story,1926,1920
18861,151848,1412 NW 22ND ST,UNIVERSITY ADDITION,Duplex One Story,1920,1306
18883,151853,1401 NW 21ST ST,UNIVERSITY ADDITION,Duplex One Story,1923,1710
18889,151854,1405 NW 21ST ST,UNIVERSITY ADDITION,Duplex One Story,1926,1644
18912,192830,2907 NW 14TH ST,STANLEY HEIGHTS ADD,Duplex One Story,1930,1705
18913,151858,1421 NW 21ST ST,UNIVERSITY ADDITION,Duplex One Story,1914,1389
18913,151858,1421 NW 21ST ST,UNIVERSITY ADDITION,Duplex One Story,1914,1166
18926,141210,513 NW 31ST ST,CENTRAL PARK ADDITION,Duplex One Story,1927,1679
18939,151863,1316 NW 22ND ST,UNIVERSITY ADDITION,Duplex One Story,1923,1570
18942,151864,1310 NW 22ND ST,UNIVERSITY ADDITION,Duplex One Story,1910,1092
18988,141223,721 NW 31ST ST,CENTRAL PARK ADDITION,Duplex One Story,1919,1733
19086,141242,706 NW 31ST ST,CENTRAL PARK ADDITION,Duplex One Story,1929,2096
19102,151897,1612 NW 21ST ST,UNIVERSITY ADDITION,Duplex One Story,1983,1694
19104,192868,2946 NW 13TH ST,WEST END SUB DIV ADD,Duplex One Story,1926,1248
19124,194487,3600 NW 22ND ST,LINWOOD PLACE THIRD,Duplex One Story,1931,1688
19164,151909,1625 NW 20TH ST,UNIVERSITY ADDITION,Duplex One Story,1923,1504
19178,192884,3012 NW 16TH ST,SHARTEL BOULEVARD,Duplex One Story,1927,1563
19223,192894,3114 NW 16TH ST,SHARTEL BOULEVARD,Duplex One Story,1925,1664
19250,192900,3140 NW 16TH ST,SHARTEL BOULEVARD,Duplex One Story,1928,1556
19255,192901,3147 NW 15TH ST,SHARTEL BOULEVARD,Duplex One Story,1928,1585
19308,141285,813 NW EUBANKS ST,CENTRAL NORTHWEST HIGHLANDS,Duplex One Story,1925,1860
19321,152232,1616 N KLEIN AVE,AVOCA SUB ADDITION,Duplex One Story,1918,1774
19338,152235,1131 NW 15TH ST,AVOCA SUB ADDITION,Duplex One Story,2012,1980
19344,152236,1129 NW 15TH ST,AVOCA SUB ADDITION,Duplex One Story,1928,1750
19359,141295,3630 N FRANCIS,CENTRAL NORTHWEST HIGHLANDS,Duplex One Story,1928,1444
19365,192924,3146 NW 15TH ST,SHARTEL BOULEVARD,Duplex One Story,1926,1589
19375,192926,3143 NW 14TH ST,SHARTEL BOULEVARD,Duplex One Story,1928,1418
19430,141310,905 NW EUBANKS ST,CENTRAL NORTHWEST HIGHLANDS,Duplex One Story,1925,1512
19432,152255,1613 N KLEIN AVE,EDGEWOOD SUB ADD,Duplex One Story,1917,1691
19435,141311,909 NW EUBANKS ST,CENTRAL NORTHWEST HIGHLANDS,Duplex One Story,1925,1512
19443,152257,1603 N KLEIN AVE,EDGEWOOD SUB ADD,Duplex One Story,1980,1514
19445,151965,1812 N BLACKWELDER AVE,UNIVERSITY ADDITION,Duplex One Story,1929,1517
19478,192947,1506 N DREXEL BLVD,SHARTEL BOULEVARD,Duplex One Story,1934,1485
19483,192948,1500 N DREXEL BLVD,SHARTEL BOULEVARD,Duplex One Story,1930,1845
19495,151975,1601 NW 17TH ST,UNIVERSITY ADDITION,Duplex One Story,1983,1512
19499,151976,1605 NW 17TH ST,UNIVERSITY ADDITION,Duplex One Story,1983,1512
19518,141333,912 NW EUBANKS ST,CENTRAL NORTHWEST HIGHLANDS,Duplex One Story,1922,1614
19519,151980,1625 NW 17TH ST,UNIVERSITY ADDITION,Duplex One Story,1924,1802
19519,151980,1625 NW 17TH ST,UNIVERSITY ADDITION,Duplex One Story,1924,1718
19544,152277,1313 NW 15TH ST,SUMMERS PLACE ADD,Duplex One Story,1917,1813
19563,192964,3028 NW 14TH ST,SHARTEL BOULEVARD,Duplex One Story,1930,1641
19617,151999,1304 NW 17TH ST,UNIVERSITY ADDITION,Duplex One Story,1950,943
19695,141369,1000 NW 35TH ST,ROSS MANN ADDITION,Duplex One Story,1930,1996
19752,154720,2237 NW 10TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1920,1024
19755,152026,1518 NW 17TH ST,UNIVERSITY ADDITION,Duplex One Story,1929,1919
19908,193140,2914 NW 12TH ST,SHARTEL BOULEVARD,Duplex One Story,1936,1689
19909,193141,2918 NW 12TH ST,SHARTEL BOULEVARD,Duplex One Story,1936,2141
19911,193143,2930 NW 12TH ST,SHARTEL BOULEVARD,Duplex One Story,1936,1788
19912,193144,2932 NW 12TH ST,SHARTEL BOULEVARD,Duplex One Story,1936,1788
20066,193298,3226 NW 12TH ST,LIBERTY ACRES ADD,Duplex One Story,1925,1789
20131,193363,3201 NW 14TH ST,UPLAND ADDITION,Duplex One Story,1926,1273
20191,154726,2234 W PARK PL,YOUNGS ENGLEWOOD ADD,Duplex One Story,1920,1325
20235,152040,1624 NW 17TH ST,UNIVERSITY ADDITION,Duplex One Story,1926,1727
20244,154737,1117 N YOUNGS BLVD,YOUNGS ENGLEWOOD ADD,Duplex One Story,1928,1822
20281,152049,1605 NW 16TH ST,UNIVERSITY ADDITION,Duplex One Story,2008,2974
20286,152050,1609 NW 16TH ST,UNIVERSITY ADDITION,Duplex One Story,2008,2974
20292,141403,837 NW 34TH ST,ROSS MANN ADDITION,Duplex One Story,1924,1605
