id,propertyid,location,subdivision,bldg_description,year_built,sq_ft
26662,160766,901 NW 7TH ST 202,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,1085
26663,160767,901 NW 7TH ST 203,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,1043
26664,160768,901 NW 7TH ST 204,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,1043
26665,160769,901 NW 7TH ST 205,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,1085
26666,160770,901 NW 7TH ST 206,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,1085
26667,160771,901 NW 7TH ST 207,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,1043
26668,160772,931 NW 7TH ST 100,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,652
26669,160773,931 NW 7TH ST 101,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,435
26670,160774,931 NW 7TH ST 102,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,435
26671,160775,931 NW 7TH ST 103,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,652
26672,160776,931 NW 7TH ST 104,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,443
26673,160777,931 NW 7TH ST 105,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,662
26674,160778,931 NW 7TH ST 106,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,662
26675,160779,931 NW 7TH ST 107,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,443
26676,160780,931 NW 7TH ST 200,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,652
26677,160781,931 NW 7TH ST 201,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,435
26678,160782,931 NW 7TH ST 202,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,435
26679,160783,931 NW 7TH ST 203,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,652
26680,160784,931 NW 7TH ST 204,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,443
26681,160785,931 NW 7TH ST 205,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,662
26682,160786,931 NW 7TH ST 206,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,662
26683,160787,931 NW 7TH ST 207,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,443
26684,160788,915 NW 7TH ST 100,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,652
26685,160789,915 NW 7TH ST 101,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,819
26686,160790,915 NW 7TH ST 102,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,819
26687,160791,915 NW 7TH ST 103,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,652
26688,160792,915 NW 7TH ST 104,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,443
26689,160793,915 NW 7TH ST 105,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,699
26690,160794,915 NW 7TH ST 106,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,699
26691,160795,915 NW 7TH ST 107,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,443
26692,160796,915 NW 7TH ST 200,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,1293
26693,160797,915 NW 7TH ST 201,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,1085
26694,160798,915 NW 7TH ST 202,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,1305
26695,160799,915 NW 7TH ST 203B,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,1043
26696,160800,915 NW 7TH ST 204,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,1043
26697,160801,915 NW 7TH ST 205,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,1085
26698,160802,915 NW 7TH ST 206,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,1205
26699,160803,915 NW 7TH ST 207,CLASSEN GLEN CONDOMINIUM,Condo <= 3 Stories,1984,1043
24,130504,1009 NW 42ND ST,CROWN HEIGHTS ADD,Duplex One Story,1939,1961
34,130505,1005 NW 42ND ST,CROWN HEIGHTS ADD,Duplex One Story,1947,1660
38,133194,1610 NW 44TH ST,PUTNAM HEIGHTS ANNEX,Duplex One Story,1932,1326
43,130506,1001 NW 42ND ST,CROWN HEIGHTS ADD,Duplex One Story,1937,1350
55,130507,917 NW 42ND ST,CROWN HEIGHTS ADD,Duplex One Story,1936,1350
65,130508,915 NW 42ND ST,CROWN HEIGHTS ADD,Duplex One Story,1937,1421
79,130509,909 NW 42ND ST,CROWN HEIGHTS ADD,Duplex One Story,1937,1650
84,130510,905 NW 42ND ST,CROWN HEIGHTS ADD,Duplex One Story,1948,1636
93,130511,901 NW 42ND ST,CROWN HEIGHTS ADD,Duplex One Story,1934,1392
99,134165,2329 WESTLAWN PL,WAHLDALE SUB ADD,Duplex One Story,2010,1452
125,133730,4614 N BARNES AVE,ROBERTS PENWOOD,Duplex One Story,1969,1916
137,133731,4612 N BARNES AVE,ROBERTS PENWOOD,Duplex One Story,1969,1916
147,133732,4610 N BARNES,ROBERTS PENWOOD,Duplex One Story,1969,1980
187,133733,4608 N BARNES,ROBERTS PENWOOD,Duplex One Story,1969,1980
212,133736,2121 NW 45TH ST,ROBERTS PENWOOD,Duplex One Story,1970,2580
358,131578,1121 NW 48TH ST,ISLE VIEW SUB ADD,Duplex One Story,1935,959
377,130540,1004 NW 42ND ST,CROWN HEIGHTS ADD,Duplex One Story,1935,2178
393,130541,1008 NW 42ND ST,CROWN HEIGHTS ADD,Duplex One Story,1935,2269
398,134199,2304 NW 38TH ST,WAHLDALE SUB ADD,Duplex One Story,1939,1475
399,130542,1016 NW 42ND ST,CROWN HEIGHTS ADD,Duplex One Story,1934,1694
553,131598,1133 NW 47TH ST,HARRAH SUB SHAW HEIGHTS,Duplex One Story,1925,734
566,131599,1129 NW 47TH ST,HARRAH SUB SHAW HEIGHTS,Duplex One Story,1925,1590
613,131604,1109 NW 47TH ST,HARRAH SUB SHAW HEIGHTS,Duplex One Story,1930,1674
847,130585,1019 NW 40TH ST,CROWN HEIGHTS ADD,Duplex One Story,1934,1989
850,131103,903 NW 48TH ST,DOUGLAS PLACE ADD,Duplex One Story,1941,2027
852,130586,1013 NW 40TH ST,CROWN HEIGHTS ADD,Duplex One Story,1934,2453
862,130587,1009 NW 40TH ST,CROWN HEIGHTS ADD,Duplex One Story,1934,2485
883,131632,1116 NW 47TH ST,COLTERS SUBDIVISION,Duplex One Story,1925,1109
993,133816,4501 N YOUNGS BLVD,WASHINGTON HEIGHTS,Duplex One Story,2000,1665
1010,132286,1208 NW 37TH ST,PUTNAM HEIGHTS ADD,Duplex One Story,1929,1956
1011,133820,4421 N YOUNGS BLVD,WASHINGTON HEIGHTS,Duplex One Story,2000,4583
1019,133821,4505 N YOUNGS BLVD,WASHINGTON HEIGHTS,Duplex One Story,2000,2124
1166,131660,1124 NW 45TH ST,TEAMS SUB BLK 6 SHAWS HGTS,Duplex One Story,1951,1431
1199,131663,1134 NW 45TH ST,TEAMS SUB BLK 6 SHAWS HGTS,Duplex One Story,1927,1565
1220,132798,1819 NW 38TH ST,PUTNAM HEIGHTS ADD,Duplex One Story,1918,1418
1231,132799,1821 NW 38TH ST,PUTNAM HEIGHTS ADD,Duplex One Story,1927,1592
1247,131668,1137 NW 44TH ST,TEAMS SUB BLK 6 SHAWS HGTS,Duplex One Story,1924,1110
1251,132311,3922 N CLASSEN BLVD,PUTNAM HEIGHTS ADD,Duplex One Story,1954,2568
1251,132311,3922 N CLASSEN BLVD,PUTNAM HEIGHTS ADD,Duplex One Story,1954,2562
1251,132311,3922 N CLASSEN BLVD,PUTNAM HEIGHTS ADD,Duplex One Story,1954,2568
1276,131671,1125 NW 44TH ST,TEAMS SUB BLK 6 SHAWS HGTS,Duplex One Story,1924,1434
1306,132317,1208 NW 39TH ST,PUTNAM HEIGHTS ADD,Duplex One Story,1960,1812
1338,131680,1106 NW 44TH ST,HILLCREST SUB ADD,Duplex One Story,1925,1650
1432,131690,4412 N MILITARY AVE,HILLCREST SUB ADD,Duplex One Story,1953,1224
1478,133869,2205 NW 49TH ST,JOEL COLEYS HOLIDAY HILLS,Duplex One Story,1982,1767
1599,132346,1127 NW 38TH ST,PUTNAM HEIGHTS ADD,Duplex One Story,1925,1745
1614,132347,1131 NW 38TH ST,PUTNAM HEIGHTS ADD,Duplex One Story,1924,1686
1643,133886,2224 NW 49TH ST,JOEL COLEYS HOLIDAY HILLS,Duplex One Story,1965,2936
1691,131715,1235 NW 43RD ST,HILLCREST SUB ADD,Duplex One Story,1929,1962
1733,131720,1213 NW 43RD ST,HILLCREST SUB ADD,Duplex One Story,1929,1608
1818,130304,4616 N HARVEY PKWY,EDGEMERE TERRACE,Duplex One Story,1957,2243
1827,131729,1122 NW 43RD ST,SHAWS HTS SUB DIV,Duplex One Story,1927,1436
1847,130307,4708 N HARVEY PKWY,EDGEMERE TERRACE,Duplex One Story,1957,1716
1860,131732,1132 NW 43RD ST,SHAWS HTS SUB DIV,Duplex One Story,1929,1796
1892,132868,1632 NW 39TH ST,PUTNAM HEIGHTS ADD,Duplex One Story,1950,1624
1952,131743,1210 NW 43RD ST,SHAWS HTS SUB DIV,Duplex One Story,1930,1694
1968,132383,1110 NW 37TH ST,PUTNAM HEIGHTS ADD,Duplex One Story,1924,2004
1979,132384,1106 NW 37TH ST,PUTNAM HEIGHTS ADD,Duplex One Story,1924,2204
2107,131760,1205 MILITARY CT,SHAWS HTS SUB DIV,Duplex One Story,1934,1257
2119,131761,1200 MILITARY CT,SHAWS HTS SUB DIV,Duplex One Story,1934,1257
2125,131762,1204 MILITARY CT,SHAWS HTS SUB DIV,Duplex One Story,1934,1257
2138,131763,1203 MILITARY CT,SHAWS HTS SUB DIV,Duplex One Story,1934,1257
2191,131236,920 NW 48TH ST,DOUGLAS PLACE ADD,Duplex One Story,1952,2434
2238,132409,1106 NW 40TH ST,PUTNAM HEIGHTS ADD,Duplex One Story,1928,2057
2516,132436,1103 NW 40TH ST,PUTNAM HEIGHTS ADD,Duplex One Story,1981,2304
2520,132437,1107 NW 40TH ST,PUTNAM HEIGHTS ADD,Duplex One Story,1981,2304
2524,134412,3910 N BARNES,PUTNAM HEIGHTS 2ND,Duplex One Story,1925,848
2582,132444,1135 NW 40TH ST,PUTNAM HEIGHTS ADD,Duplex One Story,1979,1300
2623,131812,1516 NW 45TH ST,SHAWS HTS SUB DIV,Duplex One Story,1925,1644
2628,131813,1520 NW 45TH ST,SHAWS HTS SUB DIV,Duplex One Story,1925,1600
2639,132450,1138 NW 42ND ST,PUTNAM HEIGHTS ADD,Duplex One Story,1920,1376
2640,131814,1524 NW 45TH ST,SHAWS HTS SUB DIV,Duplex One Story,1925,1580
2659,132452,1130 NW 42ND ST,PUTNAM HEIGHTS ADD,Duplex One Story,1930,2058
2781,131829,1505 NW 44TH ST,SHAWS HTS SUB DIV,Duplex One Story,1930,1616
2847,132473,1145 NW 42ND ST,PUTNAM HEIGHTS ADD,Duplex One Story,1918,1485
2856,132474,1137 NW 42ND ST,PUTNAM HEIGHTS ADD,Duplex One Story,1912,926
2949,131847,1529 NW 47TH ST,SHAWS HTS SUB DIV,Duplex One Story,1925,1611
2964,132485,1229 NW 42ND ST,PUTNAM HEIGHTS ADD,Duplex One Story,1920,1328
3061,132996,1832 NW 41ST ST,PUTNAM HEIGHTS ADD,Duplex One Story,1939,1088
3174,134475,2226 NW 37TH ST,REARDONS SUB ADD,Duplex One Story,1935,1134
3301,134487,3920 N BARNES AVE,BEULAH HEIGHTS ADD,Duplex One Story,1920,1174
3308,132526,1213 NW 40TH ST,PUTNAM HEIGHTS ADD,Duplex One Story,1920,1474
3360,131888,1202 NW 46TH ST,CHESTERFIELD SUB ADDITION,Duplex One Story,1923,1345
3360,131888,1202 NW 46TH ST,CHESTERFIELD SUB ADDITION,Duplex One Story,1923,1887
3365,131889,1206 NW 46TH ST,CHESTERFIELD SUB ADDITION,Duplex One Story,1923,1518
3455,131352,1009 NW 45TH ST,DOUGLAS PLACE ADD,Duplex One Story,1920,1258
3482,131901,4602 N CLASSEN BLVD,CHESTERFIELD SUB ADDITION,Duplex One Story,1946,1287
3631,131369,1008 NW 45TH ST,DOUGLAS PLACE ADD,Duplex One Story,1933,1660
3737,131380,907 NW 44TH ST,DOUGLAS PLACE ADD,Duplex One Story,1945,1336
3737,131380,907 NW 44TH ST,DOUGLAS PLACE ADD,Duplex One Story,1945,1336
3753,132569,1442 NW 40TH ST,PUTNAM HEIGHTS ADD,Duplex One Story,1929,2418
3760,131382,4519 N SHARTEL AVE,DOUGLAS PLACE ADD,Duplex One Story,1948,1969
3859,132580,1417 NW 40TH ST,PUTNAM HEIGHTS ADD,Duplex One Story,1928,1833
3980,133088,4200 N KENTUCKY AVE,PUTNAM HEIGHTS ADD,Duplex One Story,1969,1824
4094,132602,1415 NW 41ST ST,PUTNAM HEIGHTS ADD,Duplex One Story,1935,2053
4103,132603,1419 NW 41ST ST,PUTNAM HEIGHTS ADD,Duplex One Story,1935,1918
4108,132604,1423 NW 41ST ST,PUTNAM HEIGHTS ADD,Duplex One Story,1935,1918
4153,177025,3629 NW 43RD ST,TREADWELL HILLS,Duplex One Story,1982,2194
4163,177026,3625 NW 43RD ST,TREADWELL HILLS,Duplex One Story,1982,2194
4197,132613,1505 NW 41ST ST,PUTNAM HEIGHTS ADD,Duplex One Story,1930,1837
4269,131991,1441 NW 48TH ST,TEAMS SUB BLKS 17-19 SHAW HGTS,Duplex One Story,1930,1468
4517,131485,904 NW 44TH ST,DOUGLAS PLACE ADD,Duplex One Story,1947,1170
4524,133142,1820 NW 42ND ST,WILEMAN 10TH,Duplex One Story,1965,3193
4530,131486,908 NW 44TH ST,DOUGLAS PLACE ADD,Duplex One Story,1948,1139
4534,133143,1824 NW 42ND ST,WILEMAN 10TH,Duplex One Story,1964,1964
4542,133144,1830 NW 42ND ST,WILEMAN 10TH,Duplex One Story,1972,2514
4556,133145,1836 NW 42ND ST,WILEMAN 10TH,Duplex One Story,1972,2466
4568,133146,1840 NW 42ND ST,WILEMAN 10TH,Duplex One Story,1962,2240
4580,133147,1900 NW 42ND ST,WILEMAN 10TH,Duplex One Story,1964,2064
4602,133149,1918 NW 42ND ST,WILEMAN 10TH,Duplex One Story,1962,3272
4629,133152,1930 NW 42ND ST,WILEMAN 10TH,Duplex One Story,1963,2094
4637,132027,1424 NW 46TH ST,LAKE VIEW SUB ADD,Duplex One Story,1914,1400
4643,133153,1936 NW 42ND ST,WILEMAN 10TH,Duplex One Story,1962,2349
4646,132028,1422 NW 46TH ST,LAKE VIEW SUB ADD,Duplex One Story,1925,1400
4654,132029,1416 NW 46TH ST,LAKE VIEW SUB ADD,Duplex One Story,1925,1692
4656,133154,1940 NW 42ND ST,WILEMAN 10TH,Duplex One Story,1962,2240
4680,132661,1532 NW 40TH ST,PUTNAM HEIGHTS ADD,Duplex One Story,1928,1928
4915,133703,1613 NW 46TH ST,UNPLTD PT SEC 17 12N 3W,Duplex One Story,1978,2205
4965,133708,1609 NW 46TH ST,UNPLTD PT SEC 17 12N 3W,Duplex One Story,1978,2205
4978,133709,1605 NW 46TH ST,UNPLTD PT SEC 17 12N 3W,Duplex One Story,1978,2205
5233,136379,2145 NW 29TH ST,CASHION PLACE AMD,Duplex One Story,1925,1152
5242,136380,2141 NW 29TH ST,CASHION PLACE AMD,Duplex One Story,1935,1152
5254,136381,2139 NW 29TH ST,CASHION PLACE AMD,Duplex One Story,1925,1152
5698,138796,1629 NW 29TH ST,WESTBROOK ADDITION,Duplex One Story,1925,1756
5758,138802,1605 NW 29TH ST,WESTBROOK ADDITION,Duplex One Story,1926,1770
5788,138805,1604 NW 29TH ST,WESTBROOK ADDITION,Duplex One Story,1925,1697
5813,132143,4719 N MCKINLEY AVE,OHIO REALTY CO ADD,Duplex One Story,1925,1541
5861,132147,4701 N MCKINLEY AVE,OHIO REALTY CO ADD,Duplex One Story,1925,1466
5861,132147,4701 N MCKINLEY AVE,OHIO REALTY CO ADD,Duplex One Story,1925,1119
6008,137842,1433 NW 30TH ST,MILITARY PARK ADD,Duplex One Story,1915,1693
6274,139795,120 NW 31ST ST,EDGEMERE PARK ADD,Duplex One Story,1930,1968
6284,139796,116 NW 31ST ST,EDGEMERE PARK ADD,Duplex One Story,1930,1968
6286,138253,1536 NW 30TH ST,EPWORTH VIEW ADD,Duplex One Story,1929,1786
6296,139797,124 NW 31ST ST,EDGEMERE PARK ADD,Duplex One Story,1947,1374
6316,135250,2724 NW 50TH ST,MAYFAIR HEIGHTS BLKS 1 THRU 29,Duplex One Story,1948,1662
6323,135251,2720 NW 50TH ST,MAYFAIR HEIGHTS BLKS 1 THRU 29,Duplex One Story,1948,1662
6428,137884,1129 NW 30TH ST,MILITARY PARK ADD,Duplex One Story,1930,1498
6529,138897,1720 NW 30TH ST,WEST LAWN PARK,Duplex One Story,1939,2609
6569,138280,1518 NW 29TH ST,EPWORTH VIEW ADD,Duplex One Story,1918,1592
6587,138282,1508 NW 29TH ST,EPWORTH VIEW ADD,Duplex One Story,1925,1930
6668,138291,1517 NW 28TH ST,EPWORTH VIEW ADD,Duplex One Story,1915,1638
6671,137918,1201 NW 31ST ST,MILITARY PARK ADD,Duplex One Story,1931,1150
6708,138295,1531 NW 28TH ST,EPWORTH VIEW ADD,Duplex One Story,1925,1650
6909,137942,1420 NW 32ND ST,MILITARY PARK ADD,Duplex One Story,1915,1480
6947,138319,1539 NW 27TH ST,EPWORTH VIEW ADD,Duplex One Story,1947,1771
6964,138939,1700 NW 29TH ST,WEST LAWN PARK,Duplex One Story,1925,1784
6988,138942,2024 NW 28TH ST,WEST LAWN PARK,Duplex One Story,1923,1334
6999,138943,2022 NW 28TH ST,WEST LAWN PARK,Duplex One Story,1927,1256
7008,139868,122 NW 32ND ST,EDGEMERE PARK ADD,Duplex One Story,1930,1475
7012,138944,2016 NW 28TH ST,WEST LAWN PARK,Duplex One Story,1947,1469
7019,139869,126 NW 32ND ST,EDGEMERE PARK ADD,Duplex One Story,1930,2142
7048,138948,2000 NW 28TH ST,WEST LAWN PARK,Duplex One Story,1953,2850
7072,139874,111 NW 32ND ST,EDGEMERE PARK ADD,Duplex One Story,1937,1432
7080,139875,115 NW 32ND ST,EDGEMERE PARK ADD,Duplex One Story,1937,1496
7126,138956,1906 NW 28TH ST,WEST LAWN PARK,Duplex One Story,1930,1284
7219,137973,1534 NW 33RD ST,MILITARY PARK ADD,Duplex One Story,1935,1836
7290,176823,4304 N PORTLAND AVE,SPORTSMANS HEIGHTS,Duplex One Story,1964,2460
7305,176824,4300 N PORTLAND AVE,SPORTSMANS HEIGHTS,Duplex One Story,1964,2460
7310,176825,4301 N JUNE AVE,SPORTSMANS HEIGHTS,Duplex One Story,1964,2436
7318,176826,4305 N JUNE AVE,SPORTSMANS HEIGHTS,Duplex One Story,1964,2436
7329,176827,4309 N JUNE AVE,SPORTSMANS HEIGHTS,Duplex One Story,1963,2664
7338,176828,4316 N JUNE AVE,SPORTSMANS HEIGHTS,Duplex One Story,1963,2967
7344,138977,2022 NW 27TH ST,WEST LAWN PARK,Duplex One Story,2008,2054
7349,176829,4304 N JUNE AVE,SPORTSMANS HEIGHTS,Duplex One Story,1961,3153
7362,176830,4300 N JUNE AVE,SPORTSMANS HEIGHTS,Duplex One Story,1961,3163
7372,176831,4303 NW 42ND TER,SPORTSMANS HEIGHTS,Duplex One Story,1963,2793
7380,176832,4305 NW 42ND TER,SPORTSMANS HEIGHTS,Duplex One Story,1964,2436
7395,176835,4312 NW 42ND TER,SPORTSMANS HEIGHTS,Duplex One Story,1968,2532
7512,139918,400 W HILL ST,EDGEMERE PARK ADD,Duplex One Story,1928,2064
7520,138995,2020 NW 26TH ST,WEST LAWN PARK,Duplex One Story,1928,1302
7527,176484,3211 NW 36TH ST,BELMONT PLACE,Duplex One Story,1983,1424
7537,176485,3209 NW 36TH ST,BELMONT PLACE,Duplex One Story,1983,1424
7545,176486,3207 NW 36TH ST,BELMONT PLACE,Duplex One Story,1983,1424
7554,176487,3205 NW 36TH ST,BELMONT PLACE,Duplex One Story,1983,1424
7559,139923,420 W HILL ST,EDGEMERE PARK ADD,Duplex One Story,1952,1666
7563,176488,3203 NW 36TH ST,BELMONT PLACE,Duplex One Story,1982,1405
7570,176489,3201 NW 36TH ST,BELMONT PLACE,Duplex One Story,1982,1403
7577,139925,417 NW 32ND ST,EDGEMERE PARK ADD,Duplex One Story,1930,1788
7582,176490,3709 N LAND AVE,BELMONT PLACE,Duplex One Story,2003,1588
7594,176491,3711 N LAND AVE,BELMONT PLACE,Duplex One Story,2003,1501
7598,139927,409 NW 32ND ST,EDGEMERE PARK ADD,Duplex One Story,1930,1843
7607,139928,405 NW 32ND ST,EDGEMERE PARK ADD,Duplex One Story,1930,1831
7616,139929,401 NW 32ND ST,EDGEMERE PARK ADD,Duplex One Story,1930,1843
7630,139930,400 NW 33RD ST,EDGEMERE PARK ADD,Duplex One Story,1928,2324
7637,139931,404 NW 33RD ST,EDGEMERE PARK ADD,Duplex One Story,1928,2120
7658,139933,412 NW 33RD ST,EDGEMERE PARK ADD,Duplex One Story,1929,1923
7664,139934,418 NW 33RD ST,EDGEMERE PARK ADD,Duplex One Story,1927,1929
7678,139935,420 NW 33RD ST,EDGEMERE PARK ADD,Duplex One Story,1927,1923
7699,140581,702 NW 25TH ST,GUERNSEY PARK PLACE,Duplex One Story,1920,1911
7712,140582,706 NW 25TH ST,GUERNSEY PARK PLACE,Duplex One Story,1920,1662
7713,138405,2412 N MCKINLEY AVE,EPWORTH VIEW ADD,Duplex One Story,1920,1500
7763,138410,1426 NW 24TH ST,EPWORTH VIEW ADD,Duplex One Story,1916,2935
7775,140588,726 NW 25TH ST,GUERNSEY PARK PLACE,Duplex One Story,1920,2292
7832,138417,1415 NW 24TH ST,EPWORTH VIEW ADD,Duplex One Story,1920,994
7837,138034,1221 NW 32ND ST,MILITARY PARK ADD,Duplex One Story,1915,1969
7874,138421,1442 NW 25TH ST,EPWORTH VIEW ADD,Duplex One Story,1919,1463
7911,140601,606 NW 25TH ST,GUERNSEY PARK PLACE,Duplex One Story,1935,1131
7916,139037,2035 NW 29TH ST,WEST LAWN PARK,Duplex One Story,1934,1036
7959,140606,624 NW 25TH ST,GUERNSEY PARK PLACE,Duplex One Story,1930,1701
7960,139042,2015 NW 29TH ST,WEST LAWN PARK,Duplex One Story,1942,1266
7965,138430,1441 NW 24TH ST,EPWORTH VIEW ADD,Duplex One Story,1926,1555
8071,139053,1905 NW 29TH ST,WEST LAWN PARK,Duplex One Story,1930,1763
8079,139054,1903 NW 29TH ST,WEST LAWN PARK,Duplex One Story,1931,1858
8092,175881,3115 NW 45TH ST,SPEECE ADDN,Duplex One Story,1947,2342
8369,140004,413 NW 33RD ST,EDGEMERE PARK ADD,Duplex One Story,1930,2174
8392,140006,405 NW 33RD ST,EDGEMERE PARK ADD,Duplex One Story,1930,2154
8399,140007,401 NW 33RD ST,EDGEMERE PARK ADD,Duplex One Story,1930,2020
8413,139089,1907 NW 28TH ST,WEST LAWN PARK,Duplex One Story,1929,1884
8418,140650,724 NW 26TH ST,GUERNSEY PARK PLACE,Duplex One Story,1925,1228
8606,139108,1701 NW 28TH ST,WEST LAWN PARK,Duplex One Story,1950,2013
8719,140682,622 NW 27TH ST,GUERNSEY PARK PLACE,Duplex One Story,1920,1481
8753,139122,1919 NW 27TH ST,WEST LAWN PARK,Duplex One Story,1930,1587
8894,140699,518 NW 27TH ST,GUERNSEY PARK PLACE,Duplex One Story,1948,1467
8904,140700,522 NW 27TH ST,GUERNSEY PARK PLACE,Duplex One Story,1930,1859
8922,140701,530 NW 27TH ST,GUERNSEY PARK PLACE,Duplex One Story,1930,2518
8929,140702,527 NW 26TH ST,GUERNSEY PARK PLACE,Duplex One Story,1925,1827
8987,138559,1214 NW 28TH ST,EPWORTH VIEW ADD,Duplex One Story,1910,1592
9181,140728,620 NW 28TH ST,GUERNSEY PARK PLACE,Duplex One Story,1927,1868
9189,140729,622 NW 28TH ST,GUERNSEY PARK PLACE,Duplex One Story,1930,1922
9218,139167,2005 NW 25TH ST,WEST LAWN PARK,Duplex One Story,2018,2696
9241,140225,223 NW 24TH ST,JEFFERSON PARK ADD,Duplex One Story,1929,2013
9243,140735,615 NW 27TH ST,GUERNSEY PARK PLACE,Duplex One Story,1920,1156
9257,140227,226 NW 25TH ST,JEFFERSON PARK ADD,Duplex One Story,1920,1554
9378,138195,1120 NW 36TH ST,CONTINENTAL PLACE,Duplex One Story,1920,1269
9489,139195,1909 NW 23RD ST,WEST LAWN PARK,Duplex One Story,1932,1893
9499,140759,713 NW 28TH ST,GUERNSEY PARK PLACE,Duplex One Story,1930,1309
9544,135583,2624 NW 44TH ST,LIBERTY HEIGHTS ADD,Duplex One Story,1983,3418
9627,140772,506 NW 29TH ST,GUERNSEY PARK PLACE,Duplex One Story,1929,1208
9644,191076,2940 NW 30TH ST,INGLESIDE TO OKLA CITY,Duplex One Story,2012,1600
9692,140268,2605 N ROBINSON AVE,JEFFERSON PARK ADD,Duplex One Story,1924,1813
9713,140780,512 NW 30TH ST,GUERNSEY PARK PLACE,Duplex One Story,1924,1975
9727,191084,2917 NW 29TH ST,INGLESIDE TO OKLA CITY,Duplex One Story,2016,2358
9727,191084,2917 NW 29TH ST,INGLESIDE TO OKLA CITY,Duplex One Story,2016,2358
9838,138689,1131 NW 26TH ST,ANDERSONS SUB ADD,Duplex One Story,1915,1247
9883,135618,2610 NW 50TH ST,HAYS ADDITION,Duplex One Story,2004,1848
9894,135619,2614 NW 50TH ST,HAYS ADDITION,Duplex One Story,2004,2074
9895,140799,612 NW 24TH ST,SEMANS UNIVERSITY,Duplex One Story,1919,1861
9911,135620,2618 NW 50TH ST,HAYS ADDITION,Duplex One Story,2004,2074
9938,138701,1114 NW 29TH ST,EDGECOURT SUB ADD,Duplex One Story,1929,1421
9947,138702,1116 NW 29TH ST,EDGECOURT SUB ADD,Duplex One Story,1929,1527
9973,138705,1128 NW 29TH ST,EDGECOURT SUB ADD,Duplex One Story,1931,1824
9997,138707,1136 NW 29TH ST,EDGECOURT SUB ADD,Duplex One Story,1924,1890
10012,138709,1144 NW 29TH ST,EDGECOURT SUB ADD,Duplex One Story,1924,1796
10022,138710,1143 NW 28TH ST,EDGECOURT SUB ADD,Duplex One Story,1924,1296
10022,138710,1143 NW 28TH ST,EDGECOURT SUB ADD,Duplex One Story,1924,1296
10071,191119,3124 NW 30TH ST,INGLESIDE TO OKLA CITY,Duplex One Story,1915,1380
10088,138716,1123 NW 28TH ST,EDGECOURT SUB ADD,Duplex One Story,1934,1704
10095,138717,1117 NW 28TH ST,EDGECOURT SUB ADD,Duplex One Story,1924,1846
10103,138718,1113 NW 28TH ST,EDGECOURT SUB ADD,Duplex One Story,1929,1569
10114,138719,1109 NW 28TH ST,EDGECOURT SUB ADD,Duplex One Story,1929,1569
10126,138720,1105 NW 28TH ST,EDGECOURT SUB ADD,Duplex One Story,1943,1231
10152,140829,2607 N DEWEY AVE,ALBION PLACE ADD,Duplex One Story,1930,1584
10159,138723,1104 NW 28TH ST,EDGECOURT SUB ADD,Duplex One Story,1944,1152
10168,138724,1108 NW 28TH ST,EDGECOURT SUB ADD,Duplex One Story,1944,1152
