id,propertyid,location,subdivision,bldg_description,year_built,sq_ft,lon,lat
24721,151495,508 NW 19TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1915,4805,-97.521547,35.488796
24731,151496,504 NW 19TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1915,4716,-97.521396,35.48879
24736,151497,500 NW 19TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1915,4776,-97.521226,35.488792
24768,157592,1120 NW 10TH ST,HUNTERS ADDITION,Apartment <= 3 Stories,1905,3043,-97.531036,35.478616
24789,151508,620 NW 19TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1915,4966,-97.523582,35.488892
24856,157610,1201 NW 9TH ST,BRAUERS HEIGHTS ADD,Apartment <= 3 Stories,1930,2496,-97.532122,35.477999
24911,158359,1201 NW 2ND ST,PARKER & COLCORD ADD,Apartment <= 3 Stories,1932,4928,-97.532478,35.47014
25073,157654,1304 NW 9TH ST,BRAUERS HEIGHTS ADD,Apartment <= 3 Stories,1920,2481,-97.533435,35.477549
25088,151568,1000 NW 19TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1915,5694,-97.528854,35.488872
25158,157672,1210 NW 9TH ST,BRAUERS HEIGHTS ADD,Apartment <= 3 Stories,1935,5360,-97.532552,35.477506
25171,157674,1219 NW 8TH ST,BRAUERS HEIGHTS ADD,Apartment <= 3 Stories,1906,5312,-97.53286,35.477118
25302,153310,1919 NW 11TH ST,BAUMANS ADDITION,Apartment <= 3 Stories,1930,2888,-97.54421,35.480972
25313,151614,732 NW 18TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1915,4452,-97.525679,35.487792
25313,151614,732 NW 18TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1915,3924,-97.525679,35.487792
25343,153319,1912 NW 11TH ST,BAUMANS ADDITION,Apartment <= 3 Stories,1947,1440,-97.543996,35.480508
25373,157717,1601 NW 9TH ST,NEAS ADDITION,Apartment <= 3 Stories,1930,2940,-97.537326,35.477925
25382,151628,628 NW 18TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1920,5046,-97.523924,35.487708
25711,160292,631 NW 6TH ST,EDWARDS ADDITION,Apartment <= 3 Stories,1920,3185,-97.524175,35.474434
25715,157787,813 N BRAUER AVE,NEAS ADDITION,Apartment <= 3 Stories,1920,3150,-97.535906,35.476392
25868,160355,608 NW 8TH ST,BRUSHAS ADDITION,Apartment <= 3 Stories,1930,2392,-97.523239,35.475976
25888,160359,812 N LEE AVE 5,BRUSHAS ADDITION,Apartment <= 3 Stories,1930,3840,-97.52402,35.47581
26408,158010,1209 NW 5TH ST,NEAS ADDITION,Apartment <= 3 Stories,1920,3092,-97.532803,35.473273
26459,160577,802 NW 8TH ST,NORTHWEST TO OKLA CY,Apartment <= 3 Stories,1910,4824,-97.525923,35.476157
26470,158046,1218 NW 8TH ST,FAIRVIEW ADDITION,Apartment <= 3 Stories,1910,2224,-97.532458,35.476707
26525,158082,1133 LINWOOD BLVD,FAIRVIEW ADDITION,Apartment <= 3 Stories,1980,3600,-97.531408,35.475056
194,133734,4606 N BARNES AVE,ROBERTS PENWOOD,Condo <= 3 Stories,1969,1920,-97.54921,35.517832
207,133735,4604 N BARNES,ROBERTS PENWOOD,Condo <= 3 Stories,1969,1920,-97.549185,35.517739
3340,133540,4400 HEMINGWAY DR 102,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3355,133541,4400 HEMINGWAY DR 103,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3362,133542,4400 HEMINGWAY DR 104,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3370,133543,4400 HEMINGWAY DR 105,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3385,133544,4400 HEMINGWAY DR 106,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3390,133545,4400 HEMINGWAY DR 107,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3402,133546,4400 HEMINGWAY DR 108,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3411,133547,4400 HEMINGWAY DR 109,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3425,133548,4400 HEMINGWAY DR 110,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3429,133549,4400 HEMINGWAY DR 111,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3443,133550,4400 HEMINGWAY DR 112,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3447,133551,4400 HEMINGWAY DR 113,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3457,133552,4400 HEMINGWAY DR 114,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3467,133553,4400 HEMINGWAY DR 115,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3476,133554,4400 HEMINGWAY DR 116,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3490,133555,4400 HEMINGWAY DR 117,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3500,133556,4400 HEMINGWAY DR 118,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3506,133557,4400 HEMINGWAY DR 119,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3520,133558,4400 HEMINGWAY DR 120,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3525,133559,4400 HEMINGWAY DR 121,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3539,133560,4400 HEMINGWAY DR 122,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3547,133561,4400 HEMINGWAY DR 123,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3553,133562,4400 HEMINGWAY DR 124,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3565,133563,4400 HEMINGWAY DR 125,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3575,133564,4400 HEMINGWAY DR 126,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3590,133565,4400 HEMINGWAY DR 127,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3599,133566,4400 HEMINGWAY DR 128,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3605,133567,4400 HEMINGWAY DR 129,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3618,133568,4400 HEMINGWAY DR 130,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3629,133569,4400 HEMINGWAY DR 131,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3633,133570,4400 HEMINGWAY DR 132,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3648,133571,4400 HEMINGWAY DR 133,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3653,133572,4400 HEMINGWAY DR 134,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3663,133573,4400 HEMINGWAY DR 135,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3671,133574,4400 HEMINGWAY DR 136,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,805,-97.544015,35.515884
3682,133575,4400 HEMINGWAY DR 137,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,805,-97.544015,35.515884
3691,133576,4400 HEMINGWAY DR 138,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,805,-97.544015,35.515884
3699,133577,4400 HEMINGWAY DR 139,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,805,-97.544015,35.515884
3708,133578,4400 HEMINGWAY DR 140,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,805,-97.544015,35.515884
3718,133579,4400 HEMINGWAY DR 141,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3726,133580,4400 HEMINGWAY DR 142,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3742,133581,4400 HEMINGWAY DR 143,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3750,133582,4400 HEMINGWAY DR 144,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3758,133583,4400 HEMINGWAY DR 145,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3770,133584,4400 HEMINGWAY DR 146,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3777,133585,4400 HEMINGWAY DR 147,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3787,133586,4400 HEMINGWAY DR 148,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3801,133587,4400 HEMINGWAY DR 149,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3806,133588,4400 HEMINGWAY DR 150,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3816,133589,4400 HEMINGWAY DR 151,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3827,133590,4400 HEMINGWAY DR 152,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3838,133591,4400 HEMINGWAY DR 153,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3850,133592,4400 HEMINGWAY DR 154,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3858,133593,4400 HEMINGWAY DR 155,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1617,-97.544015,35.515884
3863,133594,4400 HEMINGWAY DR 158,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1617,-97.544015,35.515884
3873,133595,4400 HEMINGWAY DR 159,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1617,-97.544015,35.515884
3885,133596,4400 HEMINGWAY DR 162,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1617,-97.544015,35.515884
3894,133597,4400 HEMINGWAY DR 163,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1617,-97.544015,35.515884
3905,133598,4400 HEMINGWAY DR 166,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1617,-97.544015,35.515884
3912,133599,4400 HEMINGWAY DR 167,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1617,-97.544015,35.515884
3925,133600,4400 HEMINGWAY DR 170,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1617,-97.544015,35.515884
3935,133601,4400 HEMINGWAY DR 171,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3938,133602,4400 HEMINGWAY DR 172,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3949,133603,4400 HEMINGWAY DR 173,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3963,133604,4400 HEMINGWAY DR 174,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
3970,133605,4400 HEMINGWAY DR 175,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3976,133606,4400 HEMINGWAY DR 176,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3989,133607,4400 HEMINGWAY DR 177,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
3997,133608,4400 HEMINGWAY DR 178,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4003,133609,4400 HEMINGWAY DR 179,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4014,133610,4400 HEMINGWAY DR 180,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4023,133611,4400 HEMINGWAY DR 181,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4037,133612,4400 HEMINGWAY DR 182,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4049,133613,4100 HEMINGWAY DR 183,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.546604,35.51297
4056,133614,4400 HEMINGWAY DR 202,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4066,133615,4400 HEMINGWAY DR 203,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4072,133616,4400 HEMINGWAY DR 204,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4085,133617,4400 HEMINGWAY DR 205,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4090,133618,4400 HEMINGWAY DR 206,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4102,133619,4400 HEMINGWAY DR 207,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4115,133620,4400 HEMINGWAY DR 208,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4124,133621,4400 HEMINGWAY DR 209,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4134,133622,4400 HEMINGWAY DR 210,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4143,133623,4400 HEMINGWAY DR 211,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4156,133624,4400 HEMINGWAY DR 212,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4161,133625,4400 HEMINGWAY DR 213,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4173,133626,4400 HEMINGWAY DR 215,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4180,133627,4400 HEMINGWAY DR 216,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4194,133628,4400 HEMINGWAY DR 217,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4199,133629,4400 HEMINGWAY DR 218,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4210,133630,4400 HEMINGWAY DR 219,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4216,133631,4400 HEMINGWAY DR 220,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4228,133632,4400 HEMINGWAY DR 221,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4242,133633,4400 HEMINGWAY DR 222,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4247,133634,4400 HEMINGWAY DR 224,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4261,133635,4400 HEMINGWAY DR 225,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4266,133636,4400 HEMINGWAY DR 226,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4277,133637,4400 HEMINGWAY DR 227,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4286,133638,4400 HEMINGWAY DR 228,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4289,134588,2421 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600,-97.555807,35.50943
4296,133639,4400 HEMINGWAY DR 229,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4303,134589,2423 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600,-97.555811,35.509515
4308,133640,4400 HEMINGWAY DR 230,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4309,134590,2425 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600,-97.55583,35.509604
4319,133641,4400 HEMINGWAY DR 231,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4321,134591,2427 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600,-97.55605,35.50969
4326,133642,4400 HEMINGWAY DR 232,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4329,134592,2429 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600,-97.555832,35.509662
4338,134593,2431 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600,-97.556198,35.509376
4339,133643,4400 HEMINGWAY DR 233,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4346,134594,2433 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600,-97.556203,35.509431
4348,133644,4400 HEMINGWAY DR 234,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4358,134595,2435 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600,-97.556196,35.509485
4360,133645,4400 HEMINGWAY DR 235,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4363,133646,4400 HEMINGWAY DR 236,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,805,-97.544015,35.515884
4366,134596,2437 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600,-97.556199,35.509542
4374,134597,2439 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600,-97.556175,35.509607
4376,133647,4400 HEMINGWAY DR 237,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,805,-97.544015,35.515884
4385,133648,4400 HEMINGWAY DR 238,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,805,-97.544015,35.515884
4388,134598,2441 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600,-97.556175,35.509647
4391,133649,4400 HEMINGWAY DR 239,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,805,-97.544015,35.515884
4395,134599,2443 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600,-97.556245,35.50974
4404,133650,4400 HEMINGWAY DR 241,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4410,134600,2445 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600,-97.556174,35.509721
4411,133651,4400 HEMINGWAY DR 242,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4419,134601,2447 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600,-97.556165,35.509772
4424,133652,4400 HEMINGWAY DR 243,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4426,134602,2449 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600,-97.556155,35.509823
4431,133653,4400 HEMINGWAY DR 244,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4435,134603,2451 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600,-97.556147,35.509877
4442,134604,2453 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600,-97.556156,35.509951
4444,133654,4400 HEMINGWAY DR 245,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4450,133655,4400 HEMINGWAY DR 246,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4461,133656,4400 HEMINGWAY DR 248,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4474,133657,4400 HEMINGWAY DR 249,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4481,133658,4400 HEMINGWAY DR 251,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4494,133659,4400 HEMINGWAY DR 252,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4504,133660,4400 HEMINGWAY DR 253,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4514,133661,4400 HEMINGWAY DR 254,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4523,133662,4400 HEMINGWAY DR 255,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614,-97.544015,35.515884
4531,133663,4400 HEMINGWAY DR 256,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614,-97.544015,35.515884
4539,133664,4400 HEMINGWAY DR 257,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614,-97.544015,35.515884
4548,133665,4400 HEMINGWAY DR 258,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614,-97.544015,35.515884
4560,133666,4400 HEMINGWAY DR 259,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614,-97.544015,35.515884
4573,133667,4400 HEMINGWAY DR 260,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614,-97.544015,35.515884
4579,133668,4400 HEMINGWAY DR 261,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614,-97.544015,35.515884
4589,133669,4400 HEMINGWAY DR 262,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614,-97.544015,35.515884
4600,133670,4400 HEMINGWAY DR 263,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614,-97.544015,35.515884
4611,133671,4400 HEMINGWAY DR 264,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614,-97.544015,35.515884
4623,133672,4400 HEMINGWAY DR 265,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614,-97.544015,35.515884
4635,133673,4400 HEMINGWAY DR 266,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614,-97.544015,35.515884
4642,133674,4400 HEMINGWAY DR 267,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614,-97.544015,35.515884
4649,133675,4400 HEMINGWAY DR 268,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614,-97.544015,35.515884
4661,133676,4400 HEMINGWAY DR 269,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614,-97.544015,35.515884
4675,133677,4400 HEMINGWAY DR 270,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614,-97.544015,35.515884
4683,133678,4400 HEMINGWAY DR 271,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4696,133679,4400 HEMINGWAY DR 272,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4701,133680,4400 HEMINGWAY DR 273,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4709,133681,4400 HEMINGWAY DR 274,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314,-97.544015,35.515884
4723,133682,4400 HEMINGWAY DR 276,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4730,133683,4400 HEMINGWAY DR 277,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4747,133684,4400 HEMINGWAY DR 278,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4751,133685,4400 HEMINGWAY DR 279,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4762,133686,4400 HEMINGWAY DR 280,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4773,133687,4400 HEMINGWAY DR 281,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4785,133688,4400 HEMINGWAY DR 282,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4791,133689,4400 HEMINGWAY DR 283,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006,-97.544015,35.515884
4914,131534,1029 NW 46TH ST 1,CROWN COMMON CONDOS,Condo <= 3 Stories,1979,1581,-97.529153,35.518823
4920,131535,1029 NW 46TH ST 2,CROWN COMMON CONDOS,Condo <= 3 Stories,1979,1479,-97.529153,35.518823
4931,131536,1029 NW 46TH ST 3,CROWN COMMON CONDOS,Condo <= 3 Stories,1979,1149,-97.529153,35.518823
4945,131537,1029 NW 46TH ST 4,CROWN COMMON CONDOS,Condo <= 3 Stories,1979,1149,-97.529153,35.518823
4949,131538,1029 NW 46TH ST 5,CROWN COMMON CONDOS,Condo <= 3 Stories,1979,1149,-97.529153,35.518823
4964,131539,1029 NW 46TH ST 6,CROWN COMMON CONDOS,Condo <= 3 Stories,1979,1149,-97.529153,35.518823
4969,131540,1029 NW 46TH ST 7,CROWN COMMON CONDOS,Condo <= 3 Stories,1979,1479,-97.529153,35.518823
4983,131541,1029 NW 46TH ST 8,CROWN COMMON CONDOS,Condo <= 3 Stories,1979,1581,-97.529153,35.518823
5097,324425,1000 NW 37TH ST,7 AT CROWN HEIGHTS,Condo <= 3 Stories,1936,2000,-97.528749,35.508956
5098,324426,1000 NW 37TH ST,7 AT CROWN HEIGHTS,Condo <= 3 Stories,1936,998,-97.528749,35.508956
