id,propertyid,location,subdivision,bldg_description,year_built,sq_ft,lon,lat
20678,152132,1422 NW 21ST ST,UNIVERSITY PLACE ADD,Duplex One Story,1921,1528,-97.535343,35.490941
20711,152140,1523 NW 20TH ST,UNIVERSITY PLACE ADD,Duplex One Story,1929,1606,-97.536549,35.490406
20736,156024,2513 NW 22ND ST,CRESTWOOD ADDITION,Duplex One Story,1934,1944,-97.557245,35.492364
20777,141506,828 NW 31ST ST,GRAND VIEW ADDITION,Duplex One Story,1928,1867,-97.526833,35.501312
20778,154845,2234 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1914,1370,-97.551503,35.480488
20786,141508,818 NW 31ST ST,GRAND VIEW ADDITION,Duplex One Story,1909,1289,-97.526452,35.501317
20802,141511,3119 N SHARTEL AVE,GRAND VIEW ADDITION,Duplex One Story,1929,1600,-97.525744,35.501136
20804,141512,3125 N SHARTEL AVE,GRAND VIEW ADDITION,Duplex One Story,1925,2119,-97.525709,35.501277
20823,154854,2200 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1945,1867,-97.550159,35.480485
20827,141516,3101 N SHARTEL AVE,GRAND VIEW ADDITION,Duplex One Story,1932,1600,-97.525735,35.500713
20837,155455,2529 W PARK PL,MILLER BLVD RESUBDIVISION,Duplex One Story,1935,1432,-97.558021,35.47987
20839,152166,1527 NW 19TH ST,UNIVERSITY PLACE ADD,Duplex One Story,1929,1980,-97.536592,35.4894
20847,156046,2828 NW 22ND ST,CRESTWOOD ADDITION,Duplex One Story,1930,2399,-97.564098,35.491893
20852,156047,2824 NW 22ND ST,CRESTWOOD ADDITION,Duplex One Story,1930,2364,-97.56392,35.491924
20858,152169,1515 NW 19TH ST,UNIVERSITY PLACE ADD,Duplex One Story,1925,1941,-97.53608,35.489397
20864,154862,2118 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1930,1608,-97.548768,35.480504
20878,141526,814 NW 32ND ST,GRAND VIEW ADDITION,Duplex One Story,1920,1794,-97.526345,35.502276
20892,154868,2142 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1925,1478,-97.549754,35.480541
20927,141536,815 NW 31ST ST,GRAND VIEW ADDITION,Duplex One Story,1925,1688,-97.52625,35.501689
20933,154875,2123 W PARK PL,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1372,-97.548938,35.479966
20965,156070,2768 NW 22ND ST,CRESTWOOD ADDITION,Duplex One Story,1929,1796,-97.562546,35.491919
20969,141545,912 NW 32ND ST,GRAND VIEW ADDITION,Duplex One Story,1947,1860,-97.527595,35.502279
20972,155482,2648 W PARK PL,MILLER BLVD RESUBDIVISION,Duplex One Story,1964,1500,-97.561109,35.479459
21002,156078,2736 NW 22ND ST,CRESTWOOD ADDITION,Duplex One Story,1930,1922,-97.561161,35.491948
21004,154890,2140 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1930,1822,-97.549614,35.481579
21006,347533,2140 NW 12th St,YOUNGS ENGLEWOOD ADD,Duplex One Story,1930,1822,-97.549614,35.481579
21006,347533,2140 NW 12th St,YOUNGS ENGLEWOOD ADD,Duplex One Story,1930,1591,-97.549614,35.481579
21011,154891,1206 N BARNES AVE,YOUNGS ENGLEWOOD ADD,Duplex One Story,1920,1560,-97.549806,35.481129
21071,154903,2207 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1927,888,-97.550472,35.48092
21075,156091,2713 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1930,1983,-97.560178,35.491318
21083,155507,2512 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1925,1858,-97.557308,35.485676
21087,154906,2221 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1927,1316,-97.550991,35.480993
21090,156095,2729 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1930,1920,-97.560839,35.491303
21097,155510,2528 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1930,1946,-97.557974,35.48567
21102,155511,2524 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1927,1923,-97.557811,35.485662
21105,154909,2233 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1920,1120,-97.551472,35.480924
21110,155512,2532 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1930,1639,-97.558145,35.485661
21112,155513,2536 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1930,2003,-97.55832,35.485665
21121,156101,2751 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1929,1543,-97.561843,35.491303
21132,154915,2232 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1988,-97.551439,35.481523
21132,154915,2232 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1996,-97.551439,35.481523
21138,155518,2545 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1930,1380,-97.558665,35.481983
21144,155519,2541 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1930,1822,-97.558485,35.481975
21147,141583,1002 W HILL ST,GRAND VIEW ADDITION,Duplex One Story,1933,1888,-97.528587,35.50326
21154,155521,2535 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1930,1822,-97.558221,35.482028
21160,156108,2552 NW 22ND ST,CRESTWOOD ADDITION,Duplex One Story,1932,1629,-97.558942,35.491932
21171,155524,2521 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1556,-97.557669,35.481983
21176,152334,1312 NW 12TH ST,SUMMERS PLACE ADD,Duplex One Story,1918,1394,-97.533929,35.481542
21180,141590,1013 NW 32ND ST,GRAND VIEW ADDITION,Duplex One Story,1931,972,-97.529069,35.502706
21181,154924,2301 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1928,2179,-97.552509,35.480957
21182,155527,2509 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1635,-97.557173,35.481989
21194,154927,2313 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1928,1810,-97.552981,35.480942
21199,154928,2317 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1928,1659,-97.553139,35.480944
21204,141595,926 W HILL ST,GRAND VIEW ADDITION,Duplex One Story,1930,1950,-97.528185,35.50325
21211,156118,2514 NW 22ND ST,CRESTWOOD ADDITION,Duplex One Story,1931,1948,-97.557284,35.491972
21213,141596,922 W HILL ST,GRAND VIEW ADDITION,Duplex One Story,1930,1990,-97.528026,35.503229
21214,154931,2329 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1928,1421,-97.553627,35.480952
21215,155533,2510 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1926,1524,-97.557237,35.48153
21222,155534,2514 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1926,1614,-97.557412,35.481523
21223,156121,2500 NW 22ND ST,CRESTWOOD ADDITION,Duplex One Story,1929,2020,-97.556721,35.491931
21243,141602,900 W HILL ST,GRAND VIEW ADDITION,Duplex One Story,1924,1304,-97.527142,35.503239
21249,155540,2542 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1926,1536,-97.558578,35.481519
21257,156128,2525 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1930,1742,-97.557717,35.491342
21263,155542,2548 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1926,1665,-97.558757,35.481516
21267,155543,2541 NW 11TH ST,MILLERS BOULEVARD,Duplex One Story,1926,1750,-97.558511,35.480871
21270,155544,2545 NW 11TH ST,MILLERS BOULEVARD,Duplex One Story,1926,1736,-97.558685,35.480868
21279,154944,2308 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1946,720,-97.552874,35.481563
21279,154944,2308 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1946,936,-97.552874,35.481563
21279,154944,2308 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1946,852,-97.552874,35.481563
21281,155546,2533 NW 11TH ST,MILLERS BOULEVARD,Duplex One Story,1930,1920,-97.558194,35.48087
21288,155547,2529 NW 11TH ST,MILLERS BOULEVARD,Duplex One Story,1930,1891,-97.558019,35.480885
21293,156135,2553 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1930,1960,-97.558915,35.491327
21296,152359,1300 W PARK PL,SUMMERS PLACE ADD,Duplex One Story,1926,2044,-97.5335,35.479587
21296,152359,1300 W PARK PL,SUMMERS PLACE ADD,Duplex One Story,1925,1027,-97.5335,35.479587
21297,155549,2521 NW 11TH ST,MILLERS BOULEVARD,Duplex One Story,1932,1899,-97.557689,35.480899
21299,141614,812 W HILL ST,GRAND VIEW ADDITION,Duplex One Story,1926,1740,-97.526136,35.503258
21300,154948,2405 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1791,-97.555114,35.480899
21304,154949,2409 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1950,-97.555274,35.4809
21305,152361,1308 W PARK PL,SUMMERS PLACE ADD,Duplex One Story,1917,1480,-97.533789,35.479567
21309,155551,2513 NW 11TH ST,MILLERS BOULEVARD,Duplex One Story,1929,1889,-97.557416,35.480925
21311,141616,3315 N SHARTEL AVE,GRAND VIEW ADDITION,Duplex One Story,1927,1480,-97.525655,35.50303
21312,156139,2856 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1936,1544,-97.56528,35.490871
21314,155552,1209 N VILLA AVE,MILLERS BOULEVARD,Duplex One Story,1930,1716,-97.556886,35.481112
21317,156140,2852 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1936,1544,-97.565112,35.490867
21318,155553,1205 N VILLA AVE,MILLERS BOULEVARD,Duplex One Story,1930,1716,-97.556887,35.480977
21319,141618,803 NW 32ND ST,GRAND VIEW ADDITION,Duplex One Story,1926,1750,-97.525787,35.50269
21320,154952,2421 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1393,-97.555774,35.480935
21324,154953,2427 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1393,-97.556014,35.480963
21327,154954,2429 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1379,-97.556111,35.480919
21328,155555,1201 N VILLA AVE,MILLERS BOULEVARD,Duplex One Story,1930,1716,-97.556883,35.480842
21329,156142,2844 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1936,1480,-97.564788,35.490864
21335,156143,2840 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1935,1500,-97.564626,35.490874
21344,156145,2832 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1930,1496,-97.564283,35.490874
21347,154958,2432 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1927,1533,-97.556275,35.481492
21372,154963,2414 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1928,1739,-97.555512,35.481542
21378,153527,1713 NW 22ND ST,UNIVERSITY ADDITION,Duplex One Story,1923,1689,-97.539035,35.492456
21379,154964,2408 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1928,1782,-97.555268,35.481499
21383,156152,2804 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1935,1782,-97.563091,35.490878
21387,152381,1132 NW 15TH ST,HARRAHS SUB ADDITION,Duplex One Story,1936,1394,-97.531636,35.484509
21387,152381,1132 NW 15TH ST,HARRAHS SUB ADDITION,Duplex One Story,1936,1394,-97.531636,35.484509
21389,154966,2400 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1930,1780,-97.554928,35.481497
21401,154969,2407 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1936,1822,-97.554918,35.482013
21404,154970,2413 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1936,1886,-97.555158,35.482053
21408,155571,2608 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1926,1718,-97.559389,35.481467
21409,154971,2415 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1936,1533,-97.555267,35.481991
21410,156158,2819 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,1419,-97.563692,35.490321
21412,155572,2612 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1925,1846,-97.559562,35.481477
21414,154972,2419 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1936,1533,-97.555434,35.482008
21417,155573,2616 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1925,1763,-97.559725,35.481479
21419,154973,2423 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1936,1533,-97.555592,35.482
21420,156160,2825 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,1420,-97.563935,35.490273
21425,154974,2429 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1936,1533,-97.555836,35.482031
21432,156162,2833 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1613,-97.56432,35.490329
21443,155578,2638 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1926,1919,-97.560566,35.481445
21452,155580,2642 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1926,2094,-97.560745,35.481444
21470,156170,2770 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1928,2132,-97.562605,35.49093
21485,155588,2625 NW 11TH ST,MILLERS BOULEVARD,Duplex One Story,1931,1968,-97.560062,35.480848
21491,155590,2619 NW 11TH ST,MILLERS BOULEVARD,Duplex One Story,1930,1339,-97.55979,35.480885
21497,156178,2736 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1928,1610,-97.561172,35.490905
21502,154989,2400 NW 13TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1468,-97.554664,35.482569
21517,153550,1715 NW 20TH ST,UNIVERSITY ADDITION,Duplex One Story,1923,1582,-97.5391,35.490368
21537,155001,2342 NW 13TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1494,-97.554304,35.482605
21546,152412,1122 NW 12TH ST,SHIELDS HEIGHTS SUB,Duplex One Story,1910,1332,-97.531,35.48152
21560,153557,1720 NW 20TH ST,UNIVERSITY ADDITION,Duplex One Story,1928,1398,-97.539371,35.489907
21578,155611,2653 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1874,-97.561133,35.481982
21588,155012,2300 NW 13TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1665,-97.552427,35.482614
21596,155615,2627 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1927,1216,-97.560055,35.48194
21600,155014,2205 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1934,1376,-97.550281,35.482031
21605,155617,2619 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1926,1952,-97.559797,35.482023
21609,155618,2613 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1926,2176,-97.559557,35.481944
21617,155620,2605 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1926,2110,-97.559226,35.48196
21618,155019,2225 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,2007,2142,-97.551124,35.482072
21619,155621,2603 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1925,1810,-97.559106,35.482015
21635,155624,2606 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1591,-97.559268,35.485705
21645,155626,2612 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1616,-97.559549,35.485683
21646,155627,2618 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1927,1784,-97.559777,35.485711
21652,156210,2544 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1929,1702,-97.558643,35.490959
21653,155628,2620 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1616,-97.559861,35.485671
21657,156211,2540 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1929,1591,-97.558463,35.490958
21661,155630,2630 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1541,-97.560209,35.485658
21668,155631,2634 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1715,-97.560361,35.485647
21671,156214,2526 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1926,1777,-97.557866,35.490918
21681,155634,2650 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1892,-97.560849,35.485645
21695,156219,2508 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1920,1771,-97.55705,35.490922
21704,156220,2504 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1925,1704,-97.55686,35.490916
21736,156227,2519 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1926,1512,-97.557539,35.490313
21741,156228,2523 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1927,1731,-97.557713,35.490309
21749,156229,2527 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1926,1840,-97.557885,35.490302
21753,156230,2531 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1926,1906,-97.558056,35.490313
21772,156234,2547 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1926,1597,-97.558715,35.490302
21778,156235,2553 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1936,1597,-97.558964,35.490344
21793,156240,2852 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1555,-97.565137,35.489852
21799,155065,2120 NW 14TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1930,1603,-97.548738,35.483695
21812,155656,2718 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1926,1305,-97.562352,35.485681
21838,155075,2135 NW 13TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1928,1412,-97.549274,35.483089
21846,155664,2701 NW 14TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1597,-97.561714,35.483993
21848,155077,2121 NW 13TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1928,1692,-97.548812,35.483064
21862,156249,2816 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1702,-97.563599,35.48986
21889,155085,2221 NW 13TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1925,1604,-97.550921,35.483059
21893,155673,2724 NW 15TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1940,-97.562605,35.484589
21916,155090,2239 NW 13TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1921,1502,-97.551792,35.48315
21922,156261,2825 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,1815,-97.563961,35.489317
21959,155686,2738 NW 14TH ST,MILLERS BOULEVARD,Duplex One Story,1930,1668,-97.563261,35.483593
21995,155105,2301 NW 13TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1928,2142,-97.552517,35.48309
22004,156278,2744 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,2169,-97.561552,35.489866
22014,156280,2736 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,1702,-97.561192,35.48994
22024,156282,2728 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,1780,-97.560909,35.489923
22039,156285,2716 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,2035,-97.56034,35.489856
22047,156286,2714 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,1495,-97.560228,35.489916
22049,156287,2708 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1329,-97.55999,35.489888
22054,156288,2706 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1364,-97.559901,35.489924
22059,156289,2700 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1776,-97.55963,35.489872
22073,156292,2707 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1764,-97.559918,35.489317
22088,156295,2717 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1933,1810,-97.560329,35.489285
22095,156296,2721 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1933,1574,-97.560538,35.489401
22102,155715,2732 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1935,1630,-97.563008,35.481477
22105,156298,2729 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1568,-97.560839,35.489288
22135,156304,2755 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1824,-97.561892,35.489272
22153,156309,2560 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1804,-97.55931,35.489924
22156,156310,2554 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,2037,-97.559134,35.489928
22177,156314,2536 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1788,-97.55839,35.489902
22193,156318,2522 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1925,1807,-97.55768,35.489894
22201,156319,2518 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1692,-97.557552,35.489914
22221,156323,2559 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1950,-97.55922,35.489297
22271,155752,1112 N ROSS AVE,MILLERS BOULEVARD,Duplex One Story,1950,1042,-97.563276,35.47924
22302,156339,2854 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1622,-97.565186,35.488705
22305,152594,1510 W PARK PL,DITTMER HT BLK 1 & 2,Duplex One Story,1940,1721,-97.536144,35.47953
22310,152595,1514 W PARK PL,DITTMER HT BLK 1 & 2,Duplex One Story,1987,1680,-97.53629,35.47947
22340,152606,1510 NW 11TH ST,DITTMER HEIGHTS ADD,Duplex One Story,1920,1882,-97.535957,35.480745
22359,156351,2843 NW 18TH ST,CRESTWOOD ADDITION,Duplex One Story,1927,1812,-97.564655,35.488357
22419,156363,2764 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1933,1958,-97.562398,35.488785
22441,155787,2838 NW 11TH ST,MILLERS BOULEVARD,Duplex One Story,2003,2301,-97.565278,35.480523
22457,152629,1603 NW 11TH ST,DITTMER HEIGHTS ADD,Duplex One Story,1928,1772,-97.53694,35.481221
22462,152630,1605 NW 11TH ST,DITTMER HEIGHTS ADD,Duplex One Story,1928,1772,-97.537056,35.481159
22545,156389,2751 NW 18TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1707,-97.561752,35.48816
22597,152661,1610 NW 16TH ST,UNIVERSITY HEIGHTS AMD,Duplex One Story,1918,1482,-97.53729,35.485767
22604,152663,1620 NW 16TH ST,UNIVERSITY HEIGHTS AMD,Duplex One Story,1920,1560,-97.53769,35.485821
22627,152667,1612 N MARION AVE,UNIVERSITY HEIGHTS ADD,Duplex One Story,1920,1746,-97.537636,35.485113
22631,152668,1616 N MARION AVE,UNIVERSITY HEIGHTS ADD,Duplex One Story,1920,1444,-97.537617,35.485255
22642,156408,2504 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1448,-97.556935,35.488708
22813,155270,2200 NW 16TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1920,1859,-97.55006,35.485667
22814,156443,2801 NW 17TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1744,-97.562908,35.487097
22833,155868,2829 NW 13TH ST,MILLERS BOULEVARD,Duplex One Story,1930,1716,-97.564767,35.482984
22840,155870,2821 NW 13TH ST,MILLERS BOULEVARD,Duplex One Story,1929,1822,-97.564427,35.482981
22871,155282,2341 NW 15TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1921,1567,-97.554111,35.485073
22878,155283,2345 NW 15TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1921,1672,-97.554274,35.485094
22911,155290,2320 NW 16TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,2010,1486,-97.553241,35.4856
22912,152724,1401 N MCKINLEY AVE,G & WEESNER SUB B11-13 DIT HT,Duplex One Story,1920,2132,-97.536879,35.482935
22923,155292,2312 NW 16TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1935,1463,-97.5529,35.485699
22925,155293,2308 NW 16TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1930,1494,-97.552781,35.48576
22961,152735,1637 NW 13TH ST,G & WEESNER SUB B11-13 DIT HT,Duplex One Story,1928,1834,-97.53836,35.482951
22968,152736,1643 NW 13TH ST,G & WEESNER SUB B11-13 DIT HT,Duplex One Story,1928,1858,-97.538632,35.48293
22990,155307,2440 NW 16TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1920,1482,-97.55637,35.485685
22995,155308,2436 NW 16TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1920,1776,-97.55616,35.485676
23010,155904,2820 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1925,1875,-97.564435,35.485637
23018,152746,1313 N MCKINLEY AVE,G & WEESNER SUB B11-13 DIT HT,Duplex One Story,1924,1808,-97.537236,35.48243
23022,152747,1311 N MCKINLEY AVE,G & WEESNER SUB B11-13 DIT HT,Duplex One Story,1924,1564,-97.536906,35.48234
23025,155907,2832 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1925,1710,-97.564934,35.485631
23037,152750,1301 N MCKINLEY AVE,G & WEESNER SUB B11-13 DIT HT,Duplex One Story,1923,1709,-97.536958,35.482046
23105,155923,2512 NW 11TH ST,KENYON REY SUB,Duplex One Story,1930,1822,-97.557333,35.480458
23112,155924,2518 NW 11TH ST,KENYON REY SUB,Duplex One Story,1930,1822,-97.557565,35.480505
23114,155925,2522 NW 11TH ST,KENYON REY SUB,Duplex One Story,1930,1822,-97.557734,35.480509
23120,155926,2523 W PARK PL,KENYON REY SUB,Duplex One Story,1935,1991,-97.557752,35.479927
23132,155928,2515 W PARK PL,KENYON REY SUB,Duplex One Story,1935,1975,-97.557398,35.479925
23138,156507,2500 NW 18TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1810,-97.556847,35.487761
23142,155930,2507 W PARK PL,KENYON REY SUB,Duplex One Story,1930,1822,-97.557086,35.47992
23145,155931,2503 W PARK PL,KENYON REY SUB,Duplex One Story,1935,1822,-97.556902,35.479927
23150,155932,2500 W PARK PL,KENYON REY SUB,Duplex One Story,1935,2146,-97.556829,35.479453
23162,155934,2508 W PARK PL,KENYON REY SUB,Duplex One Story,1935,1822,-97.557174,35.479454
23164,155935,2514 W PARK PL,KENYON REY SUB,Duplex One Story,1935,1822,-97.557409,35.479478
23169,155936,2516 W PARK PL,KENYON REY SUB,Duplex One Story,1935,1822,-97.557523,35.47944
23175,155937,2520 W PARK PL,KENYON REY SUB,Duplex One Story,1935,1822,-97.557703,35.479444
23188,155940,2546 NW 11TH ST,UNPLTD PT SEC 30 12N 3W,Duplex One Story,1930,1774,-97.558692,35.480451
23193,155941,2540 NW 11TH ST,UNPLTD PT SEC 30 12N 3W,Duplex One Story,1930,1836,-97.558522,35.480447
23201,155942,2536 NW 11TH ST,UNPLTD PT SEC 30 12N 3W,Duplex One Story,1930,1764,-97.558341,35.480487
23206,155943,2532 NW 11TH ST,UNPLTD PT SEC 30 12N 3W,Duplex One Story,1930,1674,-97.558175,35.480466
23214,155945,2530 NW 11TH ST,UNPLTD PT SEC 30 12N 3W,Duplex One Story,1930,1538,-97.558059,35.480526
23217,156524,2814 NW 17TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,1827,-97.563475,35.486684
23218,155946,2524 NW 11TH ST,UNPLTD PT SEC 30 12N 3W,Duplex One Story,1930,1736,-97.557848,35.480483
23220,152896,1700 N INDIANA AVE,COLLEGE ADDITION,Duplex One Story,1930,1518,-97.541079,35.486108
